Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Genre,Description
203,The Equalizer,2014,2h 12m,18,7.3, (455K),Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz",Action,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.
204,Star Trek: Insurrection,1998,1h 43m,12,6.4, (82K),Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner",Action,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
205,Johnny Mnemonic,1995,1h 43m,15,5.6, (80K),Robert Longo,"Keanu Reeves, Dina Meyer, Ice-T",Action,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza."
206,Maniac Cop 2,1990,1h 30m,R,5.9, (9.5K),William Lustig,"Robert Davi, Claudia Christian, Michael Lerner",Action,"A supernatural, maniac killer cop teams up with a Times Square serial killer."
207,Predators,2010,1h 47m,15,6.4, (257K),Nimród Antal,"Adrien Brody, Topher Grace, Alice Braga",Action,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.
208,Dawn of the Dead,1978,2h 7m,18,7.8, (135K),George A. Romero,"David Emge, Ken Foree, Scott H. Reiniger",Action,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
209,Dawn of the Dead,2004,1h 41m,18,7.2, (285K),Zack Snyder,"Sarah Polley, Ving Rhames, Jake Weber",Action,"A nurse, a policeman, a young married couple and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies take refuge in a mega Midwestern shopping mall."
210,Day of the Dead,1985,1h 41m,18,7.1, (78K),George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato",Action,"As the world is overrun by zombies, a group of scientists and military personnel sheltering in an underground bunker in Florida must decide on how they should deal with the undead horde."
211,Land of the Dead,2005,1h 33m,18,6.2, (104K),George A. Romero,"Simon Baker, John Leguizamo, Dennis Hopper",Action,"The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation."
212,Phantasm II,1988,1h 37m,18,6.4, (18K),Don Coscarelli,"James Le Gros, Reggie Bannister, Angus Scrimm",Action,"Mike, now released from a psychiatric hospital, meets with Reggie, and discover his dreams (the events of the original film) are real, and they both journey to find and stop the evil Tall Man from his grim work."
213,Wishmaster,1997,1h 30m,18,5.9, (28K),Robert Kurtzman,"Angus Scrimm, Ari Barak, Jake McKinnon",Action,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth."
214,The Perfect Weapon,1991,1h 25m,R,6.0, (5.2K),Mark DiSalle,"Jeff Speakman, John Dye, Mako",Action,"An expert in ""kenpo"" karate avenges his Koreatown friend, slain by a mobster in Los Angeles."
215,Dark Angel,1990,1h 10m,15,6.1, (16K),Craig R. Baxley,"Dolph Lundgren, Brian Benben, Betsy Brantley",Action,A renegade cop is forced to work with an FBI agent in order to bring down a group of drug dealers with sinister plans.
216,Men of War,1994,1h 42m,15,5.6, (4.9K),Perry Lang,"Dolph Lundgren, Charlotte Lewis, BD Wong",Action,A former Special Ops soldier leads a group of mercenaries to an island in the South China Sea: their mission is obtain the rights to the unusual treasure that the island beholds.
217,Joshua Tree,1993,1h 46m,15,5.7, (6.7K),Vic Armstrong,"Dolph Lundgren, George Segal, Kristian Alfonso",Action,A framed prison escapee unknowingly kidnaps a female cop en-route to a rendezvous with the corrupt cop who put him behind bars.
218,The Shooter,1995,1h 44m,18,5.1, (2.5K),Ted Kotcheff,"Dolph Lundgren, Maruschka Detmers, Assumpta Serna",Action,A CIA agent gets caught up in political intrigue after he gets brought in to solve the murder of a Cuban ambassador.
219,Daeboo,1972,2h 55m,18,9.2, (2.2M),Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan",Action,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.
220,블레이드 러너 2049,2017,2h 44m,15,8.0, (731K),Denis Villeneuve,"Ryan Gosling, Dave Bautista, Robin Wright",Action,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
221,블레이드 러너,1982,1h 57m,15,8.1, (867K),Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young",Action,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
222,시카리오: 암살자의 도시,2015,2h 1m,19,7.7, (521K),Denis Villeneuve,"Emily Blunt, Benicio Del Toro, Josh Brolin",Action,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
223,Sicario: Day of the Soldado,2018,2h 2m,15,7.1, (185K),Stefano Sollima,"Benicio Del Toro, Josh Brolin, Isabela Merced",Action,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro."
224,The Great Wall,2016,1h 43m,12,5.9, (157K),Yimou Zhang,"Matt Damon, Tian Jing, Willem Dafoe",Action,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures."
225,The Bourne Legacy,2012,2h 15m,15,6.6, (325K),Tony Gilroy,"Jeremy Renner, Scott Glenn, Stacy Keach",Action,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
226,이방인,1970,1h 37m,PG,5.7, (1.9K),Peter Collinson,"Tony Curtis, Charles Bronson, Michèle Mercier",Action,"During the 1922 Turkish Civil War, two Americans and a group of foreign mercenaries offer their services to a local Turkish governor who hires them as guards for a secret transport."
227,The Evil That Men Do,1984,1h 30m,R,5.9, (5.2K),J. Lee Thompson,"Charles Bronson, Theresa Saldana, Joseph Maher",Action,A former assassin comes out of retirement to avenge the brutal murder of his friend at the hands of a sadistic torturer employed by an oppressive foreign dictatorship.
228,Breakheart Pass,1975,1h 35m,PG,6.7, (10K),Tom Gries,"Charles Bronson, Ben Johnson, Richard Crenna",Action,"John Deakin is being transported, as a prisoner, on a train with supplies and medicine to Fort Humboldt, Nevada, so he can help aid the remote garrison of Fort Humboldt."
229,배신자,1970,1h 34m,Youth not allowed,5.7, (3.4K),Terence Young,"Charles Bronson, James Mason, Liv Ullmann",Action,"With his wife and daughter being held hostage, a seasoned ex-military man is involved in a shady smuggling operation to save his family."
230,Murphy's Law,1986,1h 40m,R,5.9, (7.2K),J. Lee Thompson,"Charles Bronson, Kathleen Wilhoite, Carrie Snodgress",Action,"Framed for his ex-wife's murder by a parolee he once put behind bars, Los Angeles cop Jack Murphy escapes from custody to capture the killer, but he is now handcuffed to a foul-mouthed thief he had only just arrested."
231,48 Hrs.,1982,1h 36m,18,6.9, (91K),Walter Hill,"Nick Nolte, Eddie Murphy, Annette O'Toole",Action,A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.
232,Another 48 Hrs.,1990,1h 35m,18,5.9, (47K),Walter Hill,"Eddie Murphy, Nick Nolte, Brion James",Action,"Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area."
233,Toy Soldiers,1991,1h 51m,18,6.6, (27K),Daniel Petrie Jr.,"Sean Astin, Wil Wheaton, Keith Coogan",Action,A group of troublemaking boys decide to take a stand when terrorists seize control of their boarding school.
234,Trespass,1992,1h 41m,R,6.3, (15K),Walter Hill,"Bill Paxton, Ice-T, William Sadler",Action,"Two firemen in a burning building get a treasure map - stolen gold church items are hidden in a closed down factory in St. Louis. Once there, they're trapped in by a black gang considering it their territory."
235,The Driver,1978,1h 31m,R,7.1, (21K),Walter Hill,"Ryan O'Neal, Bruce Dern, Isabelle Adjani",Action,A getaway driver becomes the latest assignment for a tenacious detective.
236,No Escape,1994,1h 43m,R,6.1, (24K),Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson",Action,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.
237,Split Second,1992,1h 30m,18,6.0, (18K),Tony Maylam,"Rutger Hauer, Kim Cattrall, Alastair Duncan",Action,"In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human."
238,Shoot 'Em Up,2007,1h 26m,18,6.6, (158K),Michael Davis,"Clive Owen, Paul Giamatti, Monica Bellucci",Action,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen."
239,The Punisher,1989,1h 29m,18,5.6, (28K),Mark Goldblatt,"Dolph Lundgren, Louis Gossett Jr., Jeroen Krabbé",Action,"When Frank Castle's family is murdered by criminals, he wages war on crime as a vigilante assassin known only as The Punisher."
240,Punisher: War Zone,2008,1h 43m,19,5.9, (70K),Lexi Alexander,"Ray Stevenson, Dominic West, Doug Hutchison",Action,"Frank Castle, known as the Punisher, ruthlessly demolishes organized crime, but it starts an even bigger war."
241,Drop Zone,1994,1h 41m,15,5.6, (23K),John Badham,"Wesley Snipes, Gary Busey, Yancy Butler",Action,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.
242,Passenger 57,1992,1h 24m,15,5.9, (53K),Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore",Action,"Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself in the middle of a hijacking by terrorists led by notorious international criminal Charles Rane."
243,Terminal Velocity,1994,1h 42m,15,5.5, (15K),Deran Sarafian,"Charlie Sheen, Nastassja Kinski, James Gandolfini",Action,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.
244,Bloodsport,1988,1h 32m,12,6.8, (101K),Newt Arnold,"Jean-Claude Van Damme, Donald Gibb, Leah Ayres",Action,"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur."
245,Sudden Death,1995,1h 51m,18,5.9, (39K),Peter Hyams,"Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry",Action,"Darren McCord, a fire marshal for the Pittsburgh Civic Arena, finds himself in a race against time to save his daughter, the Vice President and a crowded stadium, when terrorists take over an NHL Stanley Cup game."
246,Surviving the Game,1994,1h 36m,15,6.2, (14K),Ernest R. Dickerson,"Ice-T, Rutger Hauer, Charles S. Dutton",Action,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey."
247,록키,1976,2h,12,8.1, (674K),John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young",Action,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
248,Rocky II,1979,1h 59m,12,7.3, (245K),Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",Action,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
249,Rocky III,1982,1h 39m,12,6.9, (224K),Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",Action,"Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion."
250,Rocky IV,1985,1h 31m,12,6.9, (240K),Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",Action,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-six, 261-pound fighter who has the backing of the Soviet Union."
251,크리드,2015,2h 13m,12,7.6, (328K),Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson",Action,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
252,크리드 2,2018,2h 10m,12,7.1, (166K),Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson",Action,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago."
253,Gymkata,1985,1h 30m,R,4.4, (4.9K),Robert Clouse,"Kurt Thomas, Tetchie Agbayani, Richard Norton",Action,An American gymnast travels to the distant land of Parmistan to compete in a deadly game not won by a foreigner in more than nine hundred years.
254,The Hitman's Bodyguard,2017,1h 58m,18,6.9, (259K),Patrick Hughes,"Elodie Yung, Ryan Reynolds, Tsuwayuki Saotome",Action,"Michael Bryce, a protection agent, is tasked with protecting Darius Kincaid, one of the world's most famous assassins."
255,Acts of Vengeance,2017,1h 27m,15,5.7, (14K),Isaac Florentine,"Antonio Banderas, Karl Urban, Paz Vega",Action,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge."
256,Security,2017,1h 28m,18,5.8, (24K),Alain Desrochers,"Antonio Banderas, Ben Kingsley, Liam McIntyre",Action,A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.
257,Haywire,2011,1h 33m,15,5.8, (92K),Steven Soderbergh,"Gina Carano, Michael Angarano, Channing Tatum",Action,A black ops super soldier seeks payback after she is betrayed and set up during a mission.
258,El placer de matar,1988,1h 30m,,4.9, (195),Félix Rotaeta,"Antonio Banderas, Mathieu Carrière, Victoria Abril",Action,The story of two men with very different lives but united for the pleasure of killing.
259,Excessive Force,1992,1h 27m,15,5.3, (1.7K),Jon Hess,"Thomas Ian Griffith, Lance Henriksen, James Earl Jones",Action,"Chicago cops' $3M disappears during raid. Mob seeks vengeance, bodies pile up. New chief gives last cop leeway for vigilante justice against mob."
260,Ghost Dog: The Way of the Samurai,1999,1h 56m,18,7.5, (102K),Jim Jarmusch,"Forest Whitaker, John Tormey, Cliff Gorman",Action,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.
261,Sabotage,2014,1h 49m,18,5.7, (68K),David Ayer,"Arnold Schwarzenegger, Sam Worthington, Joe Manganiello",Action,Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.
262,Vigilante,1982,1h 30m,R,6.5, (5.1K),William Lustig,"Robert Forster, Fred Williamson, Richard Bright",Action,"After his wife and son got brutalized by a street gang, and a corrupt criminal justice system puts the perpetrators back on the street, a NYC factory worker teams up with a vigilante group to find some measure of bloody justice."
263,That Man Bolt,1973,1h 44m,R,5.8, (485),Henry Levin,"David Lowell Rich, Fred Williamson, Byron Webster, Miko Mayama",Action,"To take a briefcase from Hong Kong to Mexico City, via Los Angeles, is it necessary to call on that man - Bolt? With the number of dangerous spies and gangsters who are after that briefcase, maybe Jefferson Bolt is not enough."
264,The Substitute,1996,1h 54m,18,6.1, (18K),Robert Mandel,"Tom Berenger, Raymond Cruz, William Forsythe",Action,Shale's Mercenary team is retired after a (not so) covert mission in Cuba. He becomes a substitute teacher at his teacher fiancee's Miami high school to get those behind kneecapping her. His team helps him.
265,Acts of Violence,2018,1h 26m,R,5.3, (14K),Brett Donowho,"Bruce Willis, Cole Hauser, Shawn Ashmore",Action,"When a bride-to-be is kidnapped by human traffickers, her fiancé and his ex-military brothers embark on a violent rescue mission, teaming up with a cop investigating the same crime ring."
266,The Purge: Anarchy,2014,1h 43m,18,6.4, (170K),James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford",Action,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs."
267,Street Kings,2008,1h 49m,18,6.8, (125K),David Ayer,"Keanu Reeves, Forest Whitaker, Hugh Laurie",Action,"An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself."
268,Falling Down,1993,1h 53m,(Banned),7.6, (221K),Joel Schumacher,"Michael Douglas, Robert Duvall, Barbara Hershey",Action,An ordinary man reaches his breaking point and starts lashing out against the various flaws he sees in society.
269,Missionary Man,2007,1h 33m,18,5.0, (2.7K),Dolph Lundgren,"Dolph Lundgren, Kateri Walker, Chelsea Ricketts",Action,A mysterious stranger rolls into town on a unique motorcycle. All he carries is the bible and a desire for justice. Past vengeance collides as Ryder rights an injustice from his past and liberates the small town from a malicious oppressor.
270,Out of the Furnace,2013,1h 56m,18,6.7, (130K),Scott Cooper,"Woody Harrelson, Dendrie Taylor, Carl Ciarfalio",Action,A steelworker takes matters into his own hands after police fail to find his missing brother.
271,A Dark Truth,2012,1h 46m,18,5.6, (6.5K),Damian Lee,"Andy Garcia, Kim Coates, Deborah Kara Unger",Action,A former CIA operative turned political talk show host is hired by a disaffected corporate shareholder to expose her company's cover-up of an incident and deaths in an Ecuadorian village.
272,All the Devil's Men,2018,1h 39m,15,5.1, (3.8K),Matthew Hope,"Milo Gibson, Sylvia Hoeks, Gbenga Akinnagbe",Action,"A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative, which leads him into a deadly running battle with a former military comrade and his private army."
273,Mechanic: Resurrection,2016,1h 38m,15,5.7, (101K),Dennis Gansel,"Jason Statham, Jessica Alba, Tommy Lee Jones",Action,Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.
274,McBain,1991,1h 43m,15,4.9, (2.5K),James Glickenhaus,"Michael Joseph DeSare, Chick Vennera, Michael Ironside",Action,A former Vietnam War lieutenant reforms his old team in order to help a revolutionary's sister overthrow a ruthless dictator.
275,El Chicano,2018,2h 24m,R,5.4, (1.7K),Ben Hernandez Bray,"Logan Arevalo, Julian Bray, Adolfo Alvarez",Action,A pair of twin brothers from East L.A. choose to live their lives differently and end up on opposite sides of the law.
276,더 프로티제,2021,1h 49m,15,6.1, (41K),Martin Campbell,"Michael Keaton, Maggie Q, Samuel L. Jackson",Action,"Rescued as a child by the legendary assassin Moody, Anna is the world's most skilled contract killer. However, when Moody is brutally killed, she vows revenge for the man who taught her everything she knows."
277,노바디,2021,1h 32m,15,7.4, (377K),Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen",Action,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss."
278,Sharky's Machine,1981,2h 2m,18,6.3, (7.1K),Burt Reynolds,"Burt Reynolds, Vittorio Gassman, Brian Keith",Action,Tom Sharky is demoted to vice after a bust goes terribly wrong. He and his team stumble across a mob murder tied to prostitution and government.
279,Stone Cold,1991,1h 32m,18,6.1, (11K),Craig R. Baxley,"Brian Bosworth, Lance Henriksen, William Forsythe",Action,A tough Alabama cop is blackmailed by the FBI into going undercover in a violent Mississippi biker gang.
280,One in the Chamber,2012,1h 31m,18,5.1, (5.2K),William Kaufman,"Cuba Gooding Jr., Dolph Lundgren, Claudia Bassols",Action,An assassin playing both sides in a Russian gang war becomes the target of an unknown enemy.
281,Wrong Turn at Tahoe,2009,1h 31m,18,6.0, (4.8K),Franck Khalfoun,"Cuba Gooding Jr., Miguel Ferrer, Harvey Keitel",Action,A small-time crime boss kills a drug dealer without realizing that the drug dealer works for the biggest crime boss in the country.
282,그랜 토리노,2008,1h 56m,12,8.1, (850K),Clint Eastwood,"Clint Eastwood, Christopher Carley, Bee Vang",Action,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
283,Ricochet,1991,1h 42m,18,6.2, (22K),Russell Mulcahy,"Denzel Washington, John Lithgow, Ice-T",Action,Hitman seeks revenge on a police officer turned District Attorney.
284,Spartan,2004,1h 46m,15,6.5, (34K),David Mamet,"Tia Texada, Derek Luke, Val Kilmer",Action,The investigation into a kidnapping of the daughter of a high-ranking US government official.
285,Homefront,2013,1h 40m,18,6.5, (139K),Gary Fleder,"Jason Statham, James Franco, Izabela Vidovic",Action,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord."
286,Hero Wanted,2008,1h 34m,R,5.5, (7.5K),Brian Smrz,"Cuba Gooding Jr., Ray Liotta, Norman Reedus",Action,A man seeks revenge after he and a bank teller are shot and left for dead during a robbery.
287,Lucky Number Slevin,2006,1h 50m,18,7.7, (336K),Paul McGuigan,"Josh Hartnett, Bruce Willis, Lucy Liu",Action,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
288,Saluda al diablo de mi parte,2011,1h 30m,,6.0, (788),J. Felipe Orozco,"Edgar Ramírez, Ricardo Vélez, Carolina Gómez",Action,A former guerrilla is reluctantly drawn into the vengeance scheme of one of his victims.
289,Action Jackson,1988,1h 36m,R,5.6, (13K),Craig R. Baxley,"Carl Weathers, Craig T. Nelson, Vanity",Action,Vengeance drives a tough Detroit cop to stay on the trail of a power-hungry auto magnate who is systematically eliminating his competition.
290,Tango & Cash,1989,1h 44m,18,6.4, (119K),Andrei Konchalovsky,"Sylvester Stallone, Kurt Russell, Teri Hatcher",Action,"Framed by their ruthless arch-nemesis, a pair of mismatched LAPD officers must put their differences aside to get even with the brutal crime baron who sent them to rot in a maximum-security prison."
291,Avengement,2019,1h 27m,18,6.6, (23K),Jesse V. Johnson,"Scott Adkins, Craig Fairbrass, Thomas Turgoose",Action,"After years of assaults on him in prison, convicted felon Cain Burgess escapes for avengement on those responsible."
292,더 퍼지: 포에버,2021,1h 43m,18,5.4, (48K),Everardo Gout,"Ana de la Reguera, Tenoch Huerta, Josh Lucas",Action,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end.
293,Runaway Train,1985,1h 51m,18,7.2, (36K),Andrei Konchalovsky,"Jon Voight, Eric Roberts, Rebecca De Mornay",Action,Two escaped convicts and a female railway worker find themselves trapped on a speeding train with no brakes and nobody driving.
294,소서러,1977,2h 1m,15,7.7, (33K),William Friedkin,"Roy Scheider, Bruno Cremer, Francisco Rabal",Action,Four unfortunate men from different parts of the globe agree to risk their lives transporting gallons of nitroglycerin across dangerous Latin American jungle.
295,죠스,1975,2h 4m,15,8.1, (720K),Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss",Action,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down."
296,Jyuragi gongwon,1993,2h 7m,12,8.2, (1.1M),Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum",Action,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger."
297,Dead Presidents,1995,1h 59m,18,6.9, (26K),Albert Hughes,"Allen Hughes, Larenz Tate, Keith David, Chris Tucker",Action,"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed."
298,Riddick,2013,1h 59m,15,6.4, (184K),David Twohy,"Vin Diesel, Jordi Mollà, Matt Nable",Action,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."
299,The Chronicles of Riddick,2004,1h 59m,12,6.6, (249K),David Twohy,"Vin Diesel, Colm Feore, Thandiwe Newton",Action,"The wanted criminal Richard Bruno Riddick arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe."
300,End of Watch,2012,1h 49m,18,7.6, (286K),David Ayer,"Jake Gyllenhaal, Michael Peña, Natalie Martinez",Action,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and close friends."
301,Hell or High Water,2016,1h 42m,15,7.6, (271K),David Mackenzie,"Dale Dickey, Ben Foster, Chris Pine",Action,"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch."
302,Hostiles,2017,2h 14m,15,7.2, (104K),Scott Cooper,"Scott Shepherd, Rosamund Pike, Ava Cooper",Action,"In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory."
303,Ying hung ho hon,1987,1h 37m,18,6.4, (780),Taylor Wong,"Chow Yun-Fat, Andy Lau, Alex Man",Action,"After being released from prison, Tang Kat Yung exacts revenge on Li Ah Chai, in this sequel to Rich and Famous."
304,Goo wak chai 3: Jek sau je tin,1996,1h 38m,,6.6, (1.4K),Wai Keung Lau,"Ekin Cheng, Jordan Chan, Gigi Lai",Action,"Chan Ho Nam and Chicken are back again in Young and Dangerous 3, this time taking on the rival ""Tung Sing"" triad."
305,The Negotiator,1998,2h 20m,15,7.3, (164K),F. Gary Gray,"Samuel L. Jackson, Kevin Spacey, David Morse",Action,A police negotiator confronts a framed counterpart.
306,Run Lola Run,1998,1h 21m,15,7.6, (215K),Tom Tykwer,"Franka Potente, Moritz Bleibtreu, Herbert Knaup",Action,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
307,L.A. Confidential,1997,2h 18m,18,8.2, (649K),Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce",Action,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
308,The Hitcher,1986,1h 37m,18,7.2, (57K),Robert Harmon,"Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh",Action,A young man who escapes the clutches of a murderous hitchhiker is subsequently stalked by the hitcher and framed for his crimes.
309,Broken Arrow,1996,1h 48m,15,6.1, (109K),John Woo,"John Travolta, Christian Slater, Samantha Mathis",Action,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.
310,오션스 일레븐,2001,1h 56m,12,7.7, (659K),Steven Soderbergh,"George Clooney, Cecelia Ann Birt, Paul L. Nolan",Action,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event."
311,Now You See Me,2013,1h 55m,12,7.2, (751K),Louis Leterrier,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson",Action,"An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
312,The Boat,1981,2h 29m,15,8.4, (283K),Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann",Action,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.
313,What Becomes of the Broken Hearted?,1999,1h 48m,,6.3, (3.9K),Ian Mune,"Temuera Morrison, Rena Owen, Clint Eruera",Action,"Jake Heke's oldest son is killed in a gang fight and the younger son wants revenge, but Jake doesn't want to lose his other son to violence as well."
314,유주얼 서스펙트,1995,1h 46m,18,8.5, (1.2M),Bryan Singer,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro",Action,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
315,펄프 픽션,1994,2h 34m,18,8.8, (2.4M),Quentin Tarantino,"Tim Roth, Amanda Plummer, Laura Lovelace",Action,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
316,Hombre,1967,1h 51m,Approved,7.4, (15K),Martin Ritt,"Paul Newman, Fredric March, Richard Boone",Action,"John Russell, disdained by his ""respectable"" fellow stagecoach passengers because he was raised by Apaches becomes their only hope for survival when they are set upon by outlaws."
317,Midnight Run,1988,2h 6m,15,7.5, (101K),Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto",Action,"A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail."
318,Warning Sign,1985,1h 39m,R,6.1, (3.1K),Hal Barwood,"Sam Waterston, Kathleen Quinlan, Yaphet Kotto",Action,"A timid security guard, her ailing supervisor-mentor, her sheriff husband and an alcoholic former scientist team up to stop a viral outbreak in a rural biological weapons lab, while a government agent grapples with the political outcome."
