Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Genre,Description
94,Gigante,1956,3h 21m,A,"7,6", (44 mil),George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean",Family,"Jordan ""Bick"" Benedict, un joven terrateniente, llega a su inmenso rancho de Texas con su flamante esposa Leslie. No tardan mucho en descubrir que pertenecen a mundos radicalmente opuestos y que los separa un abismo."
95,Eaux profondes,1981,1h 34m,Not Rated,"6,6"," (1,2 mil)",Michel Deville,"Isabelle Huppert, Jean-Louis Trintignant, Sandrine Kljajic",Family,"A Melanie le gusta coquetear y tener pequeñas aventuras. Su marido Victor parece soportar sus travesuras con la mayor calma y despreocupación. Esta impresión resulta ser errónea, muy errónea."
96,Goupi Mains Rouges,1943,1h 44m,R,"7,5"," (1,2 mil)",Jacques Becker,"Fernand Ledoux, Georges Rollin, Blanchette Brunoy",Family,"En un pueblo perdido de Francia, una anciana es asesinada y le roban sus ahorros. Varios miembros de su familia, todos llamados ""Goupi"", son sospechosos."
97,Voces distantes,1988,1h 24m,PG-13,"7,4"," (5,6 mil)",Terence Davies,"Freda Dowie, Pete Postlethwaite, Angela Walsh",Family,"The lives of an English working-class family are told out of order in a free-associative manner. The first part, ""Distant Voices"", focuses on the father's role in the family. The second part, ""Still Lives"", focuses on his children."
98,Dvoe i odna,1988,1h 25m,,"6,8", (64),Eduard Gavrilov,"Georgiy Burkov, Mariya Komarinskaya, Elena Mayorova",Family,
99,Los chicos están bien,2010,1h 46m,12,"7,0", (137 mil),Lisa Cholodenko,"Julianne Moore, Annette Bening, Mark Ruffalo",Family,Dos niños concebidos por inseminación artificial llevan a su padre biológico a conocer su poco habitual vida familiar.
100,Jude,1996,2h 3m,18,"6,9", (12 mil),Michael Winterbottom,"Christopher Eccleston, Kate Winslet, Liam Cunningham",Family,"En los años 1800 en Inglaterra, Jude planea ir a la ciudad y asistir a la universidad, pero se casa pronto y se convierte en cantero. Cuando su mujer lo abandona, se traslada a la ciudad, donde entabla amistad con su prima liberal Sue."
101,Días de vino y rosas,1962,1h 57m,18,"7,8", (15 mil),Blake Edwards,"Jack Lemmon, Lee Remick, Charles Bickford",Family,"Un alcohólico se casa con una mujer joven a la que hace adicta al alcohol de forma sistemática para que puedan disfrutar juntos de su ""pasión""."
102,Bienvenido a la casa de muñecas,1995,1h 28m,13,"7,3", (40 mil),Todd Solondz,"Heather Matarazzo, Victoria Davis, Christina Brucato",Family,"Una incómoda alumna de séptimo grado lucha por lidiar con padres distraídos, compañeros de clase esnob, un hermano mayor inteligente, una hermana menor atractiva y sus propias inseguridades."
103,Larga jornada hacia la noche,1962,2h 54m,Not Rated,"7,5"," (6,3 mil)",Sidney Lumet,"Katharine Hepburn, Ralph Richardson, Jason Robards",Family,"At the end of a long and hot summer day, members of one family gather in a large house. Everyone has something painful and offensive to say, and their silence is even worse."
104,Dom,2011,2h 7m,,"7,4"," (1,4 mil)",Oleg Pogodin,"Sergey Garmash, Bogdan Stupka, Yekaterina Rednikova",Family,Compromising family secrets arise when a whole Russian family have their holidays interrupted.
105,Sang Woo y su abuela,2002,1h 20m,A,"7,7"," (6,2 mil)",Jeong-hyang Lee,"Eul-boon Kim, Yoo Seung-ho, Dong Hyo-hee",Family,"This is the story of a 7-year-old boy, Sang-woo, born and raised in the big city, and his mute grandmother, who has spent her whole life in a small rural village."
106,La ducha,1999,1h 32m,A,"7,5"," (4,3 mil)",Yang Zhang,"Jiayi Du, Zheng Fang, Bing He",Family,"A young wealthy businessman's icy attitude toward his working-class background is about to thaw as he is forced to reconnect with his elderly father and mentally challenged younger brother, who together run a public bathhouse."
107,Respiro,2002,1h 35m,PG-13,"7,0", (5 mil),Emanuele Crialese,"Valeria Golino, Vincenzo Amato, Francesco Casisa",Family,"En una isla italiana empobrecida, una mujer de espíritu libre es acusada de locura por la gente del pueblo harta de sus payasadas."
108,Evdokiya,1961,1h 41m,,"7,6", (189),Tatyana Lioznova,"Lyudmila Khityaeva, Nikolay Lebedev, Lyuba Basova",Family,"Evdokim, un obrero, y su esposa, Evdokia, viven en un pequeño pueblo suburbano. No tienen hijos, pero crían a sus hijastros a los cuales ven crecer y tomar sus propias vidas."
109,Tres mujeres,1952,1h 47m,Not Rated,"7,0"," (3,2 mil)",Ingmar Bergman,"Anita Björk, Eva Dahlbeck, Maj-Britt Nilsson",Family,"The four wives of four brothers share stories of their marriages as they each wait for their husbands in a small, secluded cottage."
110,"Romulus, mi padre",2007,1h 44m,R,"6,6"," (4,4 mil)",Richard Roxburgh,"Eric Bana, Franka Potente, Marton Csokas",Family,"It tells the story of Romulus, his beautiful wife, Christina, and their struggle in the face of great adversity to bring up their son, Raimond. It is a story of impossible love that ultimately celebrates the unbreakable bond between father and son."
111,El castillo de la pureza,1973,1h 50m,Not Rated,"7,5"," (2,7 mil)",Arturo Ripstein,"Claudio Brook, Rita Macedo, Arturo Beristáin",Family,"La historia de un hombre disciplinado y sexualmente impulsivo que mantiene a su familia aislada en su casa durante años para protegerlos de la ""naturaleza malvada"" de los seres humanos."
112,Un lunar en el sol,1961,2h 8m,13,"8,0", (10 mil),Daniel Petrie,"Sidney Poitier, Claudia McNeil, Ruby Dee",Family,Un pago de seguro sustancial podría significar la salvación financiera o la ruina personal para una familia afrodescendiente de escasos recursos económicos.
113,El sueño de Gabrielle,2016,2h,12,"6,6", (7 mil),Nicole Garcia,"Marion Cotillard, Louis Garrel, Alex Brendemühl",Family,"Gabrielle es una mujer apasionada y abierta que vive en un matrimonio sin amor en la Francia de los 50. Cuando va a los Alpes a tratar sus piedras en el riñón, se enamora de otro hombre. Gabrielle anhela liberarse y escapar con André."
114,Kunsten at græde i kor,2006,1h 47m,,"7,3"," (2,6 mil)",Peter Schønau Fog,"Jannik Lorenzen, Jesper Asholt, Julie Kolbeck",Family,"Southern Jutland, DK, early 1970s: A dysfunctional family is burdened by an evil, self-righteous father, who manipulates his 11 y.o. son and 14 y.o. daughter with his repeated suicide threats."
115,Cosas que importan,1998,2h 7m,13,"6,9", (13 mil),Carl Franklin,"Meryl Streep, Renée Zellweger, William Hurt",Family,Una mujer de carrera se replantea la vida de sus padres después de verse obligada a cuidar de su madre enferma de cáncer.
116,El sabor del sake,1962,1h 53m,A,"8,0", (12 mil),Yasujirô Ozu,"Chishû Ryû, Shima Iwashita, Keiji Sada",Family,Un viudo entrado en años acuerda el matrimonio de su única hija.
117,El país del agua,1992,1h 35m,18,"6,6"," (2,6 mil)",Stephen Gyllenhaal,"Jeremy Irons, Sinéad Cusack, Grant Warnock",Family,"En 1974, en Pittsburgh, un profesor de historia de secundaria le cuenta a su clase sobre sus experiencias como adolescente en Inglaterra durante la Segunda Guerra Mundial."
118,Regreso a casa - Coming Home,2014,1h 49m,7,"7,2", (7 mil),Yimou Zhang,"Gong Li, Daoming Chen, Huiwen Zhang",Family,"Lu y Feng forman una pareja devota, forzada a la separación cuando Lu es detenido y llevado a un campo de trabajo para prisioneros políticos durante la Revolución Cultural. Cuando regresa a casa, su amada no le reconoce."
119,Vidas distantes,1987,1h 53m,13,"6,6"," (1,6 mil)",Andrei Konchalovsky,"Jill Clayburgh, Barbara Hershey, Martha Plimpton",Family,New York journalist visits her distant cousin for the first time to write an article about her hard life in the bayous of Louisiana. Journalist's wild drug addicted daughter just adds to tensions between two families' cultures.
120,En el estanque dorado,1981,1h 49m,A,"7,6", (37 mil),Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda",Family,"Norman es un cascarrabias con una relación distanciada con su hija Chelsea. Sin embargo, en el Estanque Dorado, él y su esposa aceptan cuidar de Billy, el hijo del nuevo novio de Chelsea, y florece una relación de lo más inesperada."
121,Mi familia y otros animales,2005,1h 30m,13,"7,3", (2 mil),Sheree Folkson,"Eugene Simon, Imelda Staunton, Chris Langham",Family,An English family relocates to sunny Greece four years before WWII.
122,La fille du puisatier,2011,1h 49m,Not Rated,"7,0"," (4,4 mil)",Daniel Auteuil,"Daniel Auteuil, Astrid Bergès-Frisbey, Nicolas Duvauchelle",Family,"En el sur de Francia, en la década de 1930, un padre se debate entre su sentido del honor y el profundo amor que siente por su hija cuando ella se mete en problemas con el hijo rico de un comerciante."
123,Another year,2010,2h 9m,A,"7,4", (32 mil),Mike Leigh,"Jim Broadbent, Ruth Sheen, Lesley Manville",Family,"Primavera, verano, otoño, invierno. Familia y amigos. Amor y calidez. Alegria y tristeza. Esperanza y frustración. Compañía. Soledad. Un nacimiento. Una muerte. El tiempo pasa."
124,Las horas del verano,2008,1h 43m,Not Rated,"7,1"," (8,6 mil)",Olivier Assayas,"Juliette Binoche, Charles Berling, Jérémie Renier",Family,Dos hermanos y una hermana presencian la desaparición de sus recuerdos de infancia cuando deben ceder los bienes familiares para asegurar la sucesión de su madre fallecida.
125,Un optimista de vacaciones,1962,1h 56m,Approved,"6,8"," (6,2 mil)",Henry Koster,"James Stewart, Maureen O'Hara, Fabian",Family,"El Sr. Hobbs quiere pasar unas vacaciones tranquilas en la playa, pero su mujer ha invitado a toda su familia a quedarse con ellos."
126,"Raquel, Raquel",1968,1h 41m,R,"7,1"," (4,4 mil)",Paul Newman,"Joanne Woodward, James Olson, Kate Harrington",Family,"Rachel es una maestra de escuela solitaria que vive con su madre. Cuando un hombre de la gran ciudad la invita a salir, empieza a pensar en hacia dónde quiere que vaya su vida."
127,La mujer de Gilles,2004,1h 43m,Not Rated,"6,7", (916),Frédéric Fonteyne,"Emmanuelle Devos, Clovis Cornillac, Laura Smet",Family,"Gilles' wife, Elise, who smiles when she thinks of him, cooks and scrubs and cheerfully makes love to him, suspects during her third pregnancy that he is having an affair with her coquettish younger sister, Victorine. Elise suffers, usually in silence. She listens to her husband rave; she asks her priest; she breaks picture frames; she weeps. She decides on a strategy to keep him. Will she succeed?"
128,Al este del edén,1955,1h 58m,16,"7,8", (51 mil),Elia Kazan,"Julie Harris, James Dean, Raymond Massey",Family,"Un joven compite con su hermano por la atención de su religioso padre, mientras reconecta con su ausente madre, y se enamora de la chica equivocada."
129,Como agua para chocolate,1992,1h 45m,R,"7,1", (20 mil),Alfonso Arau,"Marco Leonardi, Lumi Cavazos, Regina Torné",Family,"Una joven no puede casarse con el hombre que ama, pero descubre que tiene una talento único para la cocina."
130,Captain Fantastic,2016,1h 58m,12,"7,8", (247 mil),Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler",Family,"En los bosques del noroeste del Pacífico, un padre dedicado a cuidar a sus seis hijos con una educación física e intelectual rigurosa debe dejar su paraíso para entrar en un mundo que pone en tela de juicio la idea de lo que significa ser un padre."
131,Kompani Orheim,2012,1h 44m,,"7,0"," (1,6 mil)",Arild Andresen,"Vebjørn Enger, Kristoffer Joner, Cecilie A. Mosli",Family,"Jarle Klepp gets a message that forces his mind back to something he'd rather forgotten - his childhood with his father in Stavanger. When ""Orheim"" was his surname."
132,El largo día acaba,1992,1h 25m,13,"7,3"," (4,3 mil)",Terence Davies,"Marjorie Yates, Leigh McCormack, Anthony Watson",Family,"Un joven de Liverpool alcanza la mayoría de edad en la década de 1950 entre su amada familia y la austera Iglesia católica. Cuando entra en los rigores de la escuela, alimenta un deslumbrante amor por el cine y anhela compañía."
133,Las manos en los bolsillos,1965,1h 50m,Not Rated,"7,5"," (5,4 mil)",Marco Bellocchio,"Lou Castel, Paola Pitagora, Marino Masé",Family,Un joven toma medidas drásticas para librar a su familia disfuncional de distintos problemas.
134,La tormenta de hielo,1997,1h 52m,13,"7,3", (63 mil),Ang Lee,"Kevin Kline, Joan Allen, William Cain",Family,De pronto cae una tormenta de hielo. No pueden salir de la casa. En su interior la familia comienza a hacer frente a todas sus contradicciones y problemas. Son los problemas de una familia burguesa en la década de los setenta.
135,Sólo ellos,2009,1h 44m,PG-13,"6,8", (11 mil),Scott Hicks,"Clive Owen, Emma Booth, Laura Fraser",Family,Un escritor deportivo se convierte en padre soltero en circunstancias trágicas.
136,Mama,1999,1h 40m,,"6,4", (482),Denis Evstigneev,"Nonna Mordyukova, Vladimir Mashkov, Oleg Menshikov",Family,A chronicle of a Soviet family folk-band founded by a mother of six.
137,Mama vyshla zamuzh,1970,1h 25m,,"7,2", (210),Vitaliy Melnikov,"Lyusena Ovchinnikova, Nikolay Burlyaev, Oleg Efremov",Family,"Zina raised her son Borka alone, and now that her son is almost an adult, Victor has appeared in her life."
138,Quédate a mi lado,1998,2h 5m,T,"6,8", (79 mil),Chris Columbus,"Julia Roberts, Susan Sarandon, Ed Harris",Family,"Una mujer enferma terminal debe lidiar con la nueva amante de su exmarido, que será la madrastra de sus hijos."
139,Esperando a Mr. Bridge,1990,2h 6m,PG-13,"6,5"," (3,8 mil)",James Ivory,"Paul Newman, Saundra McClain, Joanne Woodward",Family,"Ambientada durante la Segunda Guerra Mundial, una familia de clase alta comienza a desmoronarse debido a la naturaleza conservadora del patriarca y los valores progresistas de sus hijos."
140,Más vale sola que mal acompañada,2009,1h 48m,A,"6,5"," (9,8 mil)",Richard Loncraine,"Renée Zellweger, Logan Lerman, Kevin Bacon",Family,"Tras abandonar a su marido, una mujer recorre los Estados Unidos con sus dos hijos buscando desesperadamente un hombre capaz de mantenerlos económicamente. Basada en las memorias del actor George Hamilton."
141,El rey de California,2007,1h 33m,PG-13,"6,6", (24 mil),M. Cahill,"Michael Douglas, Evan Rachel Wood, Willis Burks II",Family,Un padre inestable que tras salir de una institución psiquiátrica intenta convencer a su hija de que hay oro español enterrado en algún lugar bajo los suburbios.
142,Molodaya zhena,1979,1h 37m,,"7,0", (178),Leonid Menaker,"Anna Kamenkova, Vladlen Biryukov, Galina Makarova",Family,"To spite the deceiver-groom, young Manya marries a widower with a child. Difficult love in the Soviet countryside."
143,Un lugar para soñar,2011,2h 4m,A,"7,0", (158 mil),Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church",Family,"En el sur de California, una familia se muda a una zona rural para renovar y reabrir un zoo destartalado."
144,Nebo nashego detstva,1966,1h 18m,,"7,3", (68),Tolomush Okeev,"Nasreddin Dubashev, Sovetbek Dzhumadylov, Muratbek Ryskulov",Family,"In the name of progress, the old folk traditions and ethnic rituals of the mountainous Kirghiz country are ruthlessly suppressed."
145,Sin amor,2017,2h 7m,12,"7,6", (37 mil),Andrey Zvyagintsev,"Maryana Spivak, Aleksey Rozin, Matvey Novikov",Family,"Una pareja que se está divorciando debe unirse para encontrar a su hijo, que ha desaparecido durante una de sus amargas discusiones."
146,Promesa al amanecer,2017,2h 11m,12,"7,1"," (4,2 mil)",Eric Barbier,"Pierre Niney, Charlotte Gainsbourg, Didier Bourdon",Family,"A man recounts his life, from his childhood through his experiences in World War II, and the story of his self-sacrificing mother, who raised him alone."
147,"Olivier, Olivier",1992,1h 50m,18,"7,5"," (1,9 mil)",Agnieszka Holland,"Frédéric Quiring, Faye Gatteau, Emmanuel Morozof",Family,"Olivier, un niño de nueve años, desaparece una tarde camino a casa de su abuela. Las consecuencias emocionales de su desaparición obligan a su padre a irse de Francia a África y casi destrozan a su madre, quien se aferra a su hija restante"
148,Mr & Mme Adelman,2017,2h,,"7,3"," (6,1 mil)",Nicolas Bedos,"Doria Tillier, Nicolas Bedos, Denis Podalydès",Family,"Sarah y Victor llevan juntos más de 45 años. ¿Cómo lo han conseguido? ¿Quién es realmente Sarah, esta enigmática mujer que siempre ha estado a la sombra de su marido? Amor, ambición y secretos alimentan la odisea de esta insólita pareja."
149,Corazones enfrentados,1998,1h 40m,T,"7,2"," (3,1 mil)",Jeroen Krabbé,"Laura Fraser, Adam Monty, Isabella Rossellini",Family,"Against a background of holocaust memories, a liberal Jewish girl becomes a nanny to a young Jewish boy with a disability and grows fond of him."
150,"Brutos, feos y malos",1976,1h 55m,13,"7,7"," (9,6 mil)",Ettore Scola,"Francesco Anniballi, Maria Bosco, Giselda Castrini",Family,"Giacinto Mazzatella y su familia participan en robos, prostitución y otras actividades. El gobierno le otorga a Giacinto un millón por la pérdida de su ojo. Ahora su familia lo matará por el dinero."
151,Otets,2007,1h 22m,,"6,7", (112),Ivan Solovov,"Polina Kutepova, Svetlana Ivanova, Vasiliy Prokopev",Family,"The war is over, but instead of happiness and joy, Alexey Ivanov experiences bitterness and fear. It is necessary to return home, but do his children remember whom he left as toddlers? Does Lyuba's wife remember? The girl Masha, who is returning to her hometown, where she has no one left except distant relatives, is equally anxious at heart. Fate brings Masha and Alexey together on a train that takes them to their native lands. When he stops at the train station, Alexey goes out with the girl and stays with her for a couple of days... And then, promising Masha to ""remember her bright image,"" he goes to his own. At home, everything seems to be in order: the wife and children are alive and well... Alexey can't get used to peaceful life again. In the war, where every day could be the last, everything was clear, but here... It is necessary to try to understand the wife and children with their past and new concerns. And Alexey learns to live anew - to forgive and love."
152,El regreso,2003,1h 50m,13,"7,9", (49 mil),Andrey Zvyagintsev,"Vladimir Garin, Ivan Dobronravov, Konstantin Lavronenko",Family,"En el desierto ruso, dos hermanos enfrentan una variedad de emociones nuevas y conflictivas cuando su padre, un hombre al que conocen solo a través de una sola fotografía, resurge."
153,Parásitos,2019,2h 12m,16,"8,5"," (1,1 M)",Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong",Family,"La familia Ki-taek, todos desempleados, se ve envuelta en un incidente con la rica y glamurosa familia Parks."
154,La prima cosa bella,2010,2h 2m,Not Rated,"7,0"," (5,6 mil)",Paolo Virzì,"Valerio Mastandrea, Micaela Ramazzotti, Stefania Sandrelli",Family,Un profesor de literatura en Milán sobrevive a los recuerdos de una infancia de novela y a la belleza embarazosa de una madre vital y extrovertida; todo empezó en 1971 cuando su madre fue coronada como la mamá más bella del verano.
155,Siempre estoy sola,1964,1h 58m,Approved,"7,1"," (3,2 mil)",Jack Clayton,"Anne Bancroft, Peter Finch, James Mason",Family,"Jo y su tercer marido, Jake, viven con seis de sus hijos, pero el matrimonio se ve afectado por numerosos factores. Su doctor cree que Jo usa la natalidad como fin para el sexo. Los problemas de Jo la dejan en un delicado estado mental."
156,El prado,1990,1h 47m,13,"7,3"," (7,3 mil)",Jim Sheridan,"Richard Harris, Sean Bean, Frances Tomelty",Family,"Cuando el terreno que ha pertenecido a la familia McCabe durante generaciones sale a subasta, el patriarca de los McCabe no se detendrá ante nada para evitar que un rico estadounidense lo compre."
157,De laatste dagen van Emma Blank,2009,1h 29m,,"6,8"," (2,4 mil)",Alex van Warmerdam,"Marlies Heuer, Gene Bervoets, Annet Malherbe",Family,A woman living in a large country home drives her servants to mutiny with her outrageous demands as she waits for death to come for her.
158,Warum läuft Herr R. Amok,1970,1h 28m,Not Rated,"7,2", (3 mil),Rainer Werner Fassbinder,"Michael Fengler, Lilith Ungerer, Kurt Raab, Amadeus Fengler",Family,"With slicked-down hair and three-piece suits, dependable Herr Raab is a technical draftsman. He gets along with his colleagues although his boss wants him to go beyond technical cleanliness to problem solving. He's a dutiful husband; his wife's a social climber and pushes him to seek a promotion, but they also share sweet moments. He's a caring father, helping his son with homework. His parents visit; his mother criticizes his wife. Old School friends drop by, as do neighbors. Some comment on Raab's wife's expensive tastes. His promotion may be a long shot, especially after he gives a dull and tipsy toast at an office dinner. But why would Herr Raab run amok?"
159,Las cenizas de Ángela,1999,2h 25m,R,"7,3", (24 mil),Alan Parker,"Emily Watson, Robert Carlyle, Joe Breen",Family,Sigue las experiencias del joven Frankie y su familia mientras intentan contra viento y marea escapar de la pobreza endémica en los barrios marginales de Limerick antes de la guerra.
160,The Act,2019,8 episodios,16,"7,8", (42 mil),Nick Antosca,"Michelle Dean, Patricia Arquette, Joey King, AnnaSophia Robb",Family,Serie antológica que cuenta las historias de crímenes verídicos.
161,A contracorriente,2003,1h 54m,PG-13,"7,0"," (3,6 mil)",Russell Mulcahy,"Geoffrey Rush, Judy Davis, Jesse Spencer",Family,The inspirational life story of Australian swimmer Tony Fingleton.
162,"Nader y Simin, una separación",2011,2h 3m,7,"8,3", (273 mil),Asghar Farhadi,"Payman Maadi, Leila Hatami, Sareh Bayat",Family,Una pareja casada se enfrenta a una decisión difícil: mejorar la vida de su hijo mudándose a otro país o quedándose en Irán y cuidando a un padre demente que padece de Alzheimer.
163,La bûche (Cena de Navidad),1999,1h 46m,7,"6,3"," (1,9 mil)",Danièle Thompson,"Sabine Azéma, Emmanuelle Béart, Charlotte Gainsbourg",Family,"Christmas, family, and infidelity. Yvette's husband has died, and her grown daughters join her at the grave: Sonia, wealthy, bourgeois, and generous; Louba, living with their dad Stanislas, singing at a Russian restaurant, penniless, the mistress for the past 12 years of a man who will never leave his wife; Milla, the youngest, acerbic, lonesome. Christmas was when they learned their parents were divorcing 25 years ago. Over the next few days, yuletide depression, Louba's pregnancy, Sonia's crumbling marriage, Stanislas's overtures to Yvette, and Milla's attraction to the man who's her father's rent-free lodger lead each one to re-examine self, family, and hopes. Is renewal possible?"
164,Los Tenenbaums. Una familia de genios,2001,1h 50m,13,"7,6", (328 mil),Wes Anderson,"Gene Hackman, Anjelica Huston, Ben Stiller",Family,Los excéntricos miembros de una familia disfuncional se encuentran bajo el mismo techo.
165,Family Life,1971,1h 48m,Not Rated,"7,5"," (2,3 mil)",Ken Loach,"Sandy Ratcliff, Bill Dean, Grace Cave",Family,"A family is shattered over the daughter's forced abortion. As she rebels against her family and their traditional, authoritarian, typical-of-the-time norms, she is hospitalized and otherwise mistreated."
166,El zoo de cristal,1973,1h 40m,TV-PG,"7,3"," (1,3 mil)",Anthony Harvey,"Katharine Hepburn, Sam Waterston, Joanna Miles",Family,"Amanda Wingfield dominates her children with her faded gentility and exaggerated tales of her Southern belle past. Her son plans escape; her daughter withdraws into a dream world. When a ""gentleman caller"" appears, things move to crisis point."
167,Happiness,1998,2h 14m,NC-17,"7,7", (79 mil),Todd Solondz,"Jane Adams, Jon Lovitz, Philip Seymour Hoffman",Family,Las vidas de varios individuos se entrelazan mientras cada uno vive a su propia manera su desesperada búsqueda de conexiones humanas.
168,Los padres terribles,1948,1h 45m,Not Rated,"6,9"," (1,1 mil)",Jean Cocteau,"Jean Marais, Josette Day, Yvonne de Bray",Family,"Michel is in love with Madeleine, so he decides to tell his parents of his intention to marry her. He thinks his announcement is innocent enough; his engagement, however, threatens to reveal dark secrets lurking within his family's home."
169,Hannah y sus hermanas,1986,1h 47m,PG-13,"7,8", (80 mil),Woody Allen,"Barbara Hershey, Carrie Fisher, Michael Caine",Family,"En el año que transcurre entre dos días de Acción de Gracias, el marido de Hanna se enamora de su hermana Lee, y su hipocondríaco exmarido empieza a salir con su hermana Holly."
170,Un hombre que grita,2010,1h 32m,Not Rated,"6,7"," (1,9 mil)",Mahamat-Saleh Haroun,"Youssouf Djaoro, Diouc Koma, Emile Abossolo M'bo",Family,"Present-day Chad. Adam, fifty-five, a former swimming champion, is pool attendant at a smart N'Djamena hotel. When the hotel gets taken over by new Chinese owners, he is forced to give up his job to his son Abdel. Terribly resentful, he feels socially humiliated. The country is in the throes of a civil war. Rebel forces are attacking the government. The authorities demand that the population contribute to the ""war effort"", giving money or volunteers old enough to fight off the assailants. The District Chief constantly harasses Adam for his contribution. But Adam is penniless; he only has his son...."
171,"Chelovek, kotorogo ya lyublyu",1967,1h 34m,,"7,8", (60),Yuli Karasik,"Georgi Zhzhyonov, Evgeniy Gerasimov, Nikolay Merzlikin",Family,
172,Dos mujeres,1960,1h 41m,13,"7,7", (13 mil),Vittorio De Sica,"Sophia Loren, Jean-Paul Belmondo, Eleonora Brown",Family,"En la Italia de la Segunda Guerra Mundial, una viuda y su solitaria hija tratan de poner distancia entre ellas y los horrores de la guerra."
173,Olive Kitteridge,2014,4 episodios,12,"8,3", (29 mil),Frances McDormand,"Richard Jenkins, Ann Dowd",Family,"Relata la vida de Olive, una profesora de matemáticas, y su matrimonio de más de 25 años con Henry."
174,¿Qué fue de Baby Jane?,1962,2h 14m,16,"8,0", (66 mil),Robert Aldrich,"Bette Davis, Joan Crawford, Victor Buono",Family,Una antigua estrella infantil de cine atormenta a su hermana parapléjica en la deteriorada mansión en la que viven en Hollywood.
175,La extraña,2010,1h 59m,Unrated,"7,5"," (5,7 mil)",Feo Aladag,"Sibel Kekilli, Nizam Schiller, Derya Alabora",Family,"Umay is a young woman of Turkish descent, fighting for an independent and self-determined life in Germany against her family's resistance. Her struggle initiates a dynamic that results in a life-threatening situation."
176,El Bola,2000,1h 28m,13,"7,3"," (7,4 mil)",Achero Mañas,"Juan José Ballesta, Pablo Galán, Alberto Jiménez",Family,Un pequeño de 12 años sufre maltrato físico en casa de manos de su padre alcohólico.
177,Gritos y susurros,1972,1h 32m,12,"7,9", (39 mil),Ingmar Bergman,"Harriet Andersson, Kari Sylwan, Ingrid Thulin",Family,"Cuando una mujer muriéndose de cáncer a principios del siglo XX en Suecia es visitada por sus dos hermanas, los sentimientos reprimidos entre las hermanas salen a la superficie."
178,El soplo en el corazón,1971,1h 58m,12,"7,5", (11 mil),Louis Malle,"Lea Massari, Benoît Ferreux, Daniel Gélin",Family,"A medida que se aproxima el fin de la primera guerra de Indochina, un adolescente se siente dividido entre el amor maternal y el amor rebelde que quisiera descubrir."
179,"Ich will doch nur, daß ihr mich liebt",1976,1h 44m,Not Rated,"7,6"," (1,6 mil)",Rainer Werner Fassbinder,"Vitus Zeplichal, Elke Aberle, Alexander Allerson",Family,"A man is interviewed by a sympathetic woman. His tale unfolds, of hard work that never pleases his parents, of a father who denigrates his efforts, of an indifferent mother. He builds them a house. Instead of offering their flat to him and his bride, they give the flat up, so he goes to Munich to work in construction, bringing his wife who is soon pregnant. They buy things on credit; he works overtime. He shows up with flowers and expensive gifts. When construction slows and he works less overtime, he cannot adjust his spending habits: he needs to be loved. Pressures mount. When he snaps, and violence ensues, who will be his victim?"
180,Yazichniki,2017,1h 33m,,"6,4", (137),Lera Surkova,"Elena Nesterova, Valentin Samokhin, Vitaliya Enshina",Family,
181,Kes,1969,1h 51m,Not Rated,"7,9", (25 mil),Ken Loach,"David Bradley, Freddie Fletcher, Lynne Perrie",Family,Un joven inglés de clase obrera pasa su tiempo libre cuidando y entrenando a un halcón.
182,Svet v okne,1982,1h 21m,,"7,0", (42),Ayan Shakhmaliyeva,"Yuriy Solomin, Tamara Degtyaryova, Margarita Sergeyecheva",Family,"After the death of her mother, the girl remains with her newborn sister and her father, who has a new woman."
183,Génova,2008,1h 33m,13,"6,0"," (6,9 mil)",Michael Winterbottom,"Colin Firth, Perla Haney-Jardine, Willa Holland",Family,"Tras la muerte de su esposa, un padre lleva a sus hijas a Italia, donde la menor ve el fantasma de su madre y la mayor explora su sexualidad."
184,Las mejores intenciones,1992,3h 1m,13,"7,7"," (3,7 mil)",Bille August,"Samuel Fröler, Pernilla August, Max von Sydow",Family,"En 1909, el pobre estudiante de teología Henrik se enamora de Anna, la hija de una familia rica en Uppsala. Después de casarse, Henrik se convierte en sacerdote en el norte de Suecia. La citadina Anna odia vivir lejos de la zona urbana."
185,C.R.A.Z.Y.,2005,2h 9m,13,"7,8", (35 mil),Jean-Marc Vallée,"Michel Côté, Marc-André Grondin, Danielle Proulx",Family,"Un joven francocanadiense, que creció en las décadas de 1960 y 1970, lucha por reconciliar su homosexualidad emergente con los valores conservadores de su padre y sus propias creencias católicas."
186,El gruñón,2014,1h 42m,Not Rated,"6,7"," (3,1 mil)",Dome Karukoski,"Antti Litja, Petra Frey, Mari Perankoski",Family,"A grumpy old man who hates post-1953 changes falls and must spend a weekend in Helsinki. His injury forces family time and involvement in his daughter-in-law's business deal, while confronting his own failings as a father."
187,Voskresnyy papa,1986,1h 25m,,"6,8", (104),Naum Birman,"Dmitriy Grankin, Yuriy Duvanov, Tamara Akulova",Family,
