Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Genre,Description
208,Hell Night,1981,1h 41m,R,5.6, (9.6K),Tom DeSimone,"Linda Blair, Vincent Van Patten, Peter Barton",Horror,"Four college fraternity and sorority pledges spend the night in a deserted old mansion as part of a hazing ritual during hell night, where they are stalked by the only survivor of a family massacre from the mansion's sordid past."
209,로즈 레드,2002,3 eps,15,6.7, (29K),Nancy Travis,"Matt Keeslar, Kimberly J. Brown",Horror,"A college professor and a team of psychics investigate an old abandoned house at the request of the man who has inherited it. They stay in the mansion, but unleash a terrifying force that threatens to destroy them all."
210,The Kiss of the Vampire,1963,1h 28m,Approved,6.2, (4.3K),Don Sharp,"Clifford Evans, Edward de Souza, Noel Willman",Horror,"When car trouble strands a honeymooning couple in a small Southern European village, an aristocratic family in the area reaches out to help them with sinister consequences."
211,De vierde man,1983,1h 42m,18,7.1, (9.1K),Paul Verhoeven,"Jeroen Krabbé, Renée Soutendijk, Thom Hoffman",Horror,A man who has been having visions of an impending danger begins an affair with a woman who may lead him to his doom.
212,Vampyros Lesbos,1971,1h 29m,Unrated,5.3, (5.7K),Jesús Franco,"Soledad Miranda, Dennis Price, Paul Muller",Horror,"In Turkey, a lesbian vampire - who uses an erotic nightclub act to find new victims - lures a lawyer to her private island under the pretense of resolving an inheritance issue."
213,The Skeleton Dance,1929,6m,Approved,7.6, (7.2K),Walt Disney,,Horror,"The clock strikes midnight, the bats fly from the belfry, a dog howls at the full moon, and two black cats fight in the cemetery: a perfect time for four skeletons to come out and dance a bit."
214,Doghouse,2009,1h 29m,Not Rated,6.0, (23K),Jake West,"Danny Dyer, Noel Clarke, Emil Marwa",Horror,"A group of men, heading to a remote village to help one of their friends get over his divorce, soon discover that all the women have been infected with a virus that makes them man-hating cannibals."
215,The Last House on Dead End Street,1973,1h 18m,R,5.0, (2.5K),Roger Watkins,"Roger Watkins, Ken Fisher, Bill Schlageter",Horror,"After being released from prison, a young gangster with a chip on his shoulder decides to punish society by making snuff films."
216,Neco z Alenky,1988,1h 26m,Not Rated,7.4, (15K),Jan Svankmajer,"Kristýna Kohoutová, Camilla Power",Horror,A surrealistic revision of Alice in Wonderland.
217,The Sacrament,2013,1h 39m,R,6.1, (23K),Ti West,"Joe Swanberg, AJ Bowen, Kentucker Audley",Horror,"A news team trails a man as he travels into the world of Eden Parish to find his missing sister, where it becomes apparent that this paradise may not be as it seems."
218,Cat's Eye,1985,1h 34m,15,6.3, (30K),Lewis Teague,"Drew Barrymore, James Woods, Alan King",Horror,A stray cat guides us through each tale in this Stephen King-based anthology horror film.
219,Madman,1981,1h 28m,R,5.1, (7.6K),Joe Giannone,"Gaylen Ross, Tony Nunziata, Harriet Bass",Horror,A legendary psychopathic murderer stalks a summer camp.
220,Hangover Square,1945,1h 17m,Approved,7.3, (4.4K),John Brahm,"Laird Cregar, Linda Darnell, George Sanders",Horror,A promising classical musician finds his life poisoned by a music hall dancer -- and by the strange gaps in his memory.
221,Mother's Day,1980,1h 31m,Unrated,5.3, (6.9K),Charles Kaufman,"Tiana Pierce, Nancy Hendrickson, Deborah Luce",Horror,Two brothers kidnap and brutalize three women for the pleasure of their demented mother.
222,Invaders from Mars,1953,1h 18m,Approved,6.2, (10K),William Cameron Menzies,"Helena Carter, Arthur Franz, Jimmy Hunt",Horror,A young boy learns that space aliens are taking over the minds of earthlings.
223,Monkey Shines,1988,1h 53m,R,6.2, (14K),George A. Romero,"Jason Beghe, John Pankow, Kate McNeil",Horror,A paralyzed man's friend gives him a smart monkey.
224,Death Proof,2007,2h 7m,18,7.0, (329K),Quentin Tarantino,"Kurt Russell, Zoë Bell, Rosario Dawson",Horror,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans."
225,La morte vivante,1982,1h 30m,Not Rated,5.8, (2.8K),Jean Rollin,"Marina Pierro, Françoise Blanchard, Mike Marshall",Horror,"A toxic spill revives a beautiful, dead heiress who, with the help of her childhood friend, must quench her insatiable thirst for blood."
226,Fright Night,2011,1h 46m,18,6.4, (118K),Craig Gillespie,"Anton Yelchin, Colin Farrell, Toni Collette",Horror,"When a new neighbor moves in next door, a young man discovers that he is an ancient vampire who preys on the community."
227,Don't Go in the House,1979,1h 22m,R,5.6, (5.7K),Joseph Ellison,"Dan Grimaldi, Charles Bonet, Bill Ricci",Horror,A disturbed young man who was burned as a child by his sadistic mother stalks women with a flamethrower.
228,The Reflecting Skin,1990,1h 36m,R,6.7, (10K),Philip Ridley,"Viggo Mortensen, Lindsay Duncan, Jeremy Cooper",Horror,"In the 1950s, a young boy living with his troublesome family in rural USA fantasizes that a neighboring widow is actually a vampire, responsible for a number of disappearances in the area."
229,The Lodger: A Story of the London Fog,1927,1h 32m,15,7.3, (15K),Alfred Hitchcock,"June Tripp, Ivor Novello, Marie Ault",Horror,A landlady suspects that her new lodger is the madman killing women in London.
230,Los cronocrímenes,2007,1h 32m,15,7.1, (74K),Nacho Vigalondo,"Karra Elejalde, Candela Fernández, Bárbara Goenaga",Horror,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.
231,The Raven,1963,1h 26m,G,6.5, (15K),Roger Corman,"Vincent Price, Peter Lorre, Boris Karloff",Horror,"A magician, who has been turned into a raven, turns to a former sorcerer for help."
232,Hanyeo,1960,1h 49m,15,7.2, (6.4K),Kim Ki-young,"Kim Jin-kyu, Jeung-nyeo Ju, Eun-shim Lee",Horror,A composer and his wife are thrown into turmoil when a housemaid becomes more than they bargained for.
233,Dementia 13,1963,1h 15m,Unrated,5.7, (9.9K),Francis Ford Coppola,"William Campbell, Luana Anders, Bart Patton",Horror,Ax murders follow a heart attack at an Irish castle full of mourners.
234,Banpaia hantâ D,2000,1h 43m,15,7.7, (40K),Yoshiaki Kawajiri,"Andrew Philpot, John Rafter Lee, Pamela Adlon",Horror,"A legendary dhampir competes with a motley family of bounty hunters to return a young woman, who has been seemingly abducted by a vampire, to her family."
235,The Dead,2010,1h 45m,18,5.7, (9.9K),Howard J. Ford,"Jonathan Ford, Rob Freeman, Prince David Osei, David Dontoh",Horror,"An American mercenary, the sole survivor of a plane crash, has to run the gauntlet across Africa, battling with the living dead."
236,Bat sin fan dim: Yan yuk cha siu bau,1993,1h 36m,Unrated,6.8, (5.1K),Danny Lee,"Herman Yau, Anthony Chau-Sang Wong, Danny Lee, Emily Kwan",Horror,"Macau cops begin to suspect a man running a pork buns restaurant of murder, after tracing the origin of a case full of chopped up human remains that washed ashore, which leads them to him."
237,Waxwork,1988,1h 35m,18,6.1, (15K),Anthony Hickox,"Zach Galligan, Jennifer Bassey, Joe Baker",Horror,A wax museum owner uses his horror exhibits to unleash evil on the world.
238,Otesánek,2000,2h 12m,TV-14,7.3, (7.3K),Jan Svankmajer,"Veronika Zilková, Jan Hartl, Jaroslava Kretschmerová",Horror,"A childless couple passes off an anthropomorphous tree stump as their baby, but things get out of hand when the monstrosity comes to life and demands to be fed."
239,From Hell,2001,2h 2m,18,6.7, (170K),Albert Hughes,"Allen Hughes, Johnny Depp, Heather Graham, Ian Holm",Horror,"In 1888 London, a Scotland Yard investigator searches for Jack The Ripper."
240,Bride of Chucky,1998,1h 29m,15,5.6, (69K),Ronny Yu,"Jennifer Tilly, Brad Dourif, Katherine Heigl",Horror,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
241,Matango,1963,1h 29m,12,6.4, (3.9K),Ishirô Honda,"Akira Kubo, Kumi Mizuno, Hiroshi Koizumi",Horror,Shipwrecked survivors slowly transform into mushrooms.
242,Grace,2009,1h 25m,R,5.2, (8.4K),Paul Solet,"Jordan Ladd, Samantha Ferris, Gabrielle Rose",Horror,"After losing her unborn child, Madeline Matheson insists on carrying the baby to term. Following the delivery, the child miraculously returns to life with an appetite for human blood. Madeline is faced with a mother's ultimate decision."
243,Demon Seed,1977,1h 34m,R,6.3, (11K),Donald Cammell,"Julie Christie, Fritz Weaver, Gerrit Graham",Horror,"A scientist creates Proteus--an organic super computer with artificial intelligence which becomes obsessed with human beings, and in particular the creator's wife."
244,La horde,2009,1h 30m,18,5.9, (17K),Yannick Dahan,"Benjamin Rocher, Claude Perron, Jean-Pierre Martins, Eriq Ebouaney",Horror,"An end of the world battle between gangsters, cops and zombies."
245,Something Wicked This Way Comes,1983,1h 35m,PG,6.7, (12K),Jack Clayton,"Mary Grace Canfield, Richard Davalos, Jake Dengel",Horror,"In a small American town, a diabolical circus and its demonic proprietor prey on the townsfolk. Dark's Pandemonium Carnival arrives in Green Town."
246,Scream 4,2011,1h 51m,18,6.2, (184K),Wes Craven,"Lucy Hale, Roger Jackson, Shenae Grimes-Beech",Horror,"Ten years after the original Woodsboro murders, one of the survivors returns home to promote their new book about surviving trauma, only for a new Ghostface killer to emerge, targeting a new group of teens."
247,"너의 죄악은 밀실, 오직 나만이 열쇠를 가지고 있다",1972,1h 37m,15,6.6, (5.2K),Sergio Martino,"Edwige Fenech, Anita Strindberg, Luigi Pistilli",Horror,"A string of murders are committed near the estate of a degenerate author, whose abusive relationship with his wife is further complicated by the arrival of his manipulative niece."
248,Maximum Overdrive,1986,1h 38m,18,5.4, (39K),Stephen King,"Emilio Estevez, Pat Hingle, Laura Harrington",Horror,A group of people try to survive when machines start to come alive and become homicidal.
249,Tales of Terror,1962,1h 29m,Approved,6.8, (9.1K),Roger Corman,"Vincent Price, Maggie Pierce, Leona Gage",Horror,Three tales of terror involve a grieving widower and the daughter he abandoned; a drunkard and his wife's black cat; and a hypnotist who prolongs the moment of a man's death.
250,My Little Eye,2002,1h 35m,18,5.4, (13K),Marc Evans,"Sean Cw Johnson, Kris Lemche, Stephen O'Reilly",Horror,"Five people are offered one million dollars to spend six months together in an isolated mansion, with cameras watching their every move."
251,Eight Legged Freaks,2002,1h 39m,12,5.5, (62K),Ellory Elkayem,"David Arquette, Kari Wuhrer, Scott Terra",Horror,Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.
252,Species,1995,1h 48m,18,5.9, (90K),Roger Donaldson,"Ben Kingsley, Michael Madsen, Alfred Molina",Horror,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
253,Rinne,2005,1h 36m,15,6.1, (7K),Takashi Shimizu,"Yûka, Karina, Kippei Shîna",Horror,A Japanese actress begins having strange visions and experiences after landing a role in a horror film about a real-life murder spree that took place over forty years ago.
254,Kingdom of the Spiders,1977,1h 37m,PG,5.7, (6.9K),John 'Bud' Cardos,"William Shatner, Tiffany Bolling, Woody Strode",Horror,"In rural Arizona, countless killer tarantulas are migrating through a farm town, killing every living thing in their path. The town's veterinarian will do everything in his power to survive the onslaught."
255,The Ghost Breakers,1940,1h 25m,Approved,7.0, (4.5K),George Marshall,"Bob Hope, Paulette Goddard, Richard Carlson",Horror,"A radio broadcaster, his quaking manservant and an heiress investigate the mystery of a haunted castle in Cuba."
256,The Flesh and the Fiends,1960,1h 34m,,6.9, (2.6K),John Gilling,"Peter Cushing, June Laverick, Donald Pleasence",Horror,"In 1828 Scotland, Edinburgh surgeon Dr. Knox does medical research on cadavers he buys from murderers Burke and Hare, without questioning the unethical procurement methods."
257,인간 지네 2,2011,1h 31m,Not Rated,3.8, (47K),Tom Six,"Laurence R. Harvey, Ashlynn Yennie, Maddi Black",Horror,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy."
258,Undead,2003,1h 44m,18,5.3, (15K),Michael Spierig,"Peter Spierig, Felicity Mason, Mungo McKay, Rob Jenkins",Horror,"A quaint Australian fishing village is overcome by meteorites that turn its residents into the ravenous undead, leaving a small group of those unharmed to find a way out."
259,Troll 2,1990,1h 35m,PG-13,3.0, (36K),Claudio Fragasso,"Michael Paul Stephenson, George Hardy, Margo Prey",Horror,"A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them."
260,Frankenstein Created Woman,1967,1h 26m,Approved,6.5, (5.9K),Terence Fisher,"Peter Cushing, Susan Denberg, Thorley Walters",Horror,"After being reanimated, Baron Frankenstein transfers the soul of an executed young man into the body of his lover, prompting her to kill the men who wronged them."
261,C.H.U.D.,1984,1h 28m,R,5.6, (15K),Douglas Cheek,"John Heard, Daniel Stern, Christopher Curry",Horror,A bizarre series of sudden disappearances on the streets of New York City seems to point toward something unsavory living in the sewers.
262,My Bloody Valentine,2009,1h 41m,18,5.4, (64K),Patrick Lussier,"Jensen Ackles, Jaime King, Kerr Smith",Horror,"Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent."
263,Rammbock,2010,1h 3m,R,6.3, (6.1K),Marvin Kren,"Michael Fuith, Theo Trebs, Anka Graczyk",Horror,"Just when Michael arrives in Berlin to visit his ex-girlfriend Gabi, a terrible virus starts spreading across the city at a rapid pace, turning people into mindless homicidal maniacs. Much to Michael's concern, Gabi's not home; instead, he meets Harper, a teenage plumber's apprentice at work in her apartment block. Together, they manage to barricade themselves when raging hordes of infected people swarm the building. Surrounded by these thirsty zombies, Michael and Harper have their hands full to survive - and it will take all of their ingenuity to make their way out to try and find Gabi."
264,Creepshow 2,1987,1h 32m,R,6.0, (30K),Michael Gornick,"Domenick John, Tom Savini, George Kennedy",Horror,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker."
265,Mr. Sardonicus,1961,1h 29m,Approved,6.6, (3.9K),William Castle,"Oscar Homolka, Ronald Lewis, Audrey Dalton",Horror,"A mysterious and cruel Baron, whose face has become frozen in a horrifying grin, demands that a prominent London physician apply experimental treatments on him to restore his face."
266,Outer Space,1999,10m,Not Rated,7.1, (3.1K),Peter Tscherkassky,Barbara Hershey,Horror,Footage from The Entity (1982) is edited into an abstract nightmare.
267,I vampiri,1957,1h 22m,,6.5, (2.2K),Riccardo Freda,"Mario Bava, Gianna Maria Canale, Carlo D'Angelo, Dario Michaelis",Horror,"Paris. Young girls are found dead, drained of their blood. A journalist investigates these murders while the beautiful Gisele, from a noble family, tries to seduce him."
268,Bijitâ Q,2001,1h 24m,Limited,6.5, (18K),Takashi Miike,"Ken'ichi Endô, Shungiku Uchida, Kazushi Watanabe",Horror,A troubled and perverted family find their lives intruded by a mysterious stranger who seems to help find a balance in their disturbing natures.
269,The Poughkeepsie Tapes,2007,1h 21m,R,5.9, (30K),John Erick Dowdle,"Stacy Chbosky, Ben Messmer, Samantha Robson",Horror,"In an abandoned house in Poughkeepsie, New York murder investigators uncover hundreds of tapes showing decades of a serial killer's work."
270,Lake Placid,1999,1h 22m,18,5.8, (69K),Steve Miner,"Bill Pullman, Bridget Fonda, Oliver Platt",Horror,"Four people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine."
271,Taste the Blood of Dracula,1970,1h 31m,R,6.3, (7.4K),Peter Sasdy,"Christopher Lee, Geoffrey Keen, Gwen Watford",Horror,"After killing his disciple, three English gentlemen unwittingly resurrect Count Dracula, who seeks to avenge his servant by making the trio die at the hands of their own children."
272,Sheitan,2006,1h 35m,Not Rated,5.6, (9.8K),Kim Chapiron,"Vincent Cassel, Olivier Barthélémy, Roxane Mesquida",Horror,A group of youngsters go out to a disco on Christmas Eve and accidentally run into a shepherd who has prepared himself for a night of pure insanity.
273,Idle Hands,1999,1h 32m,18,6.3, (50K),Rodman Flender,"Devon Sawa, Seth Green, Elden Henson",Horror,A teenage slacker's right hand becomes possessed with murderous intent.
274,Gau ji,2004,1h 31m,Not Rated,6.7, (11K),Fruit Chan,"Bai Ling, Miriam Yeung, Sum-Yeung Wong",Horror,Aunt Mei's famous homemade dumplings provide amazing age-defying qualities popular with middle-aged women. But her latest customer - a fading actress - is determined to find out what the secret ingredient is.
275,Thir13en Ghosts,2001,1h 31m,15,5.6, (99K),Steve Beck,"Tony Shalhoub, Embeth Davidtz, Matthew Lillard",Horror,"When Cyrus Kriticos, a very rich collector of unique things, dies, he leaves his house, fortune, and his prized collection of ghosts."
276,Quatermass 2,1957,1h 25m,Approved,6.7, (5.2K),Val Guest,"Brian Donlevy, John Longden, Sidney James",Horror,"Professor Quatermass, trying to gather support for his Lunar colonisation project, is intrigued by mysterious traces that have been showing up."
277,"Silent Night, Bloody Night",1972,1h 25m,R,5.2, (5.4K),Theodore Gershuny,"Patrick O'Neal, James Patterson, Mary Woronov",Horror,"A man inherits a mansion which once was a mental home. He visits the place and begins to investigate some crimes that happened in old times, scaring the people living in the region."
278,Dracula Has Risen from the Grave,1968,1h 32m,G,6.5, (8.8K),Freddie Francis,"Christopher Lee, Rupert Davies, Veronica Carlson",Horror,"After a Monsignor accidentally brings Count Dracula back from the dead while exorcising his castle, the vampire preys on the holy man's beautiful niece and her friends."
279,Katakuri-ke no kôfuku,2001,1h 53m,R,6.9, (10K),Takashi Miike,"Kenji Sawada, Keiko Matsuzaka, Shinji Takeda",Horror,"A family moves to the country to run a rustic mountain inn when, to their horror, the customers begin befalling sudden and unlikely fates."
280,From Beyond the Grave,1974,1h 38m,PG,6.6, (5.9K),Kevin Connor,"Ian Bannen, Ian Carmichael, Peter Cushing",Horror,"An anthology of four short horror stories revolving around a mysterious antique shop owner and his antique pieces, each of which hides a deadly secret."
281,Danza macabra,1964,1h 27m,Not Rated,6.8, (3.3K),Antonio Margheriti,"Sergio Corbucci, Barbara Steele, Georges Rivière, Margrete Robsahm",Horror,"A journalist takes a bet that he can spend the night in a haunted castle on All Hallow's Eve. During his stay, he bears witness to the castle's gruesome past coming to life before him, and falls in love with a beautiful female ghost."
282,Wake in Fright,1971,1h 49m,R,7.5, (16K),Ted Kotcheff,"Donald Pleasence, Gary Bond, Chips Rafferty",Horror,"After a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent."
283,The Cottage,2008,1h 32m,Unrated,6.1, (14K),Paul Andrew Williams,"Andy Serkis, Reece Shearsmith, Jennifer Ellison",Horror,A woman is kidnapped for ransom and brought to a rural English cottage. David and his two henchman find that they have much more to worry about than her crime boss stepdad.
284,Dust Devil,1992,1h 55m,18,6.2, (6.3K),Richard Stanley,"Robert John Burke, Chelsea Field, Zakes Mokae",Horror,A woman on the run from her abusive husband encounters a mysterious hitch-hiker.
285,The Day of the Triffids,1963,1h 33m,Approved,6.1, (9.5K),Steve Sekely,"Freddie Francis, Howard Keel, Nicole Maurey, Janette Scott",Horror,"After an unusual meteor shower leaves most of the human population blind, a merchant navy officer must find a way to conquer tall, aggressive plants which are feeding on people and animals."
286,Body Melt,1993,1h 21m,Not Rated,5.3, (4.3K),Philip Brophy,"Gerard Kennedy, Andrew Daddo, Ian Smith",Horror,"Residents of peaceful Pebbles Court, Homesville, are being used unknowingly as test experiments for a new 'Body Drug' that causes rapid body decomposition (melting skin etc.) and painful death."
287,케이프 피어,1962,1h 46m,18,7.7, (34K),J. Lee Thompson,"Gregory Peck, Robert Mitchum, Polly Bergen",Horror,A lawyer's family is stalked by a man he once helped put in jail.
288,Open Water,2003,1h 19m,15,5.8, (58K),Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein",Horror,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.
289,The Cell,2000,1h 47m,18,6.4, (114K),Tarsem Singh,"Jennifer Lopez, Colton James, Dylan Baker",Horror,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim."
290,Vredens dag,1943,1h 37m,15,8.1, (12K),Carl Theodor Dreyer,"Thorkild Roose, Lisbeth Movin, Sigrid Neiiendam",Horror,The young wife of an aging priest falls in love with his son amidst the horror of a merciless witch hunt in 17th-century Denmark.
291,Scream 3,2000,1h 56m,18,5.7, (178K),Wes Craven,"Liev Schreiber, Beth Toussaint, Roger Jackson",Horror,"In Hollywood, a new Ghostface starts killing the cast of Stab 3, a movie sequel whose previous movies were based on the Woodsboro and Windsor College killings. Forcing the survivors of those previous attacks to confront terror once again."
292,Il rosso segno della follia,1970,1h 28m,GP,6.3, (4.8K),Mario Bava,"Stephen Forsyth, Dagmar Lassander, Laura Betti",Horror,A cleaver-wielding bridal designer murders various young brides-to-be in an attempt to unlock a repressed childhood trauma.
293,Threads,1984,1h 52m,TV-MA,7.9, (26K),Mick Jackson,"Karen Meagher, Reece Dinsdale, David Brierly",Horror,"The effects of a nuclear holocaust on the working class city of Sheffield, England and the eventual long-term effects of nuclear war on civilization."
294,Wolf,1994,2h 5m,15,6.3, (63K),Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader",Horror,Publisher Will Randall becomes a demon wolf and has to fight to keep his job.
295,House of Frankenstein,1944,1h 11m,Approved,6.2, (8.5K),Erle C. Kenton,"Boris Karloff, Lon Chaney Jr., J. Carrol Naish",Horror,"A deranged scientist escapes from prison and recruits Dracula, Frankenstein's Monster and the Wolf Man to get revenge on his behalf."
296,Naked Lunch,1991,1h 55m,18,6.9, (60K),David Cronenberg,"Peter Weller, Judy Davis, Ian Holm",Horror,"After developing an addiction to the substance he uses to kill bugs, an exterminator accidentally kills his wife and becomes involved in a secret government plot being orchestrated by giant bugs in a port town in North Africa."
297,Halloween H20: 20 Years Later,1998,1h 26m,18,5.8, (87K),Steve Miner,"Jamie Lee Curtis, Adam Arkin, Michelle Williams",Horror,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance."
298,The Nanny,1965,1h 31m,Approved,7.1, (7.2K),Seth Holt,"Bette Davis, Wendy Craig, Jill Bennett",Horror,There's just something not quite right when Bette Davis stars as an English nanny. And is her 10-year-old charge an emotionally disturbed murderer or just an insolent brat?
299,Hei tai yang 731,1988,1h 45m,Not Rated,6.1, (8K),Tun-Fei Mou,"Dai Yao Wu, Gang Wang, Ying Git Wong",Horror,"Japanese troops round up Chinese and Russian prisoners of war and take them to unit 731, where they're horribly tortured and experimented on to test new biological weapons."
300,Castle Freak,1995,1h 30m,R,5.9, (11K),Stuart Gordon,"Jeffrey Combs, Barbara Crampton, Jonathan Fuller",Horror,A man travels to Italy with his family to live in the castle they have recently inherited. But he soon begins to suspect that they are not the only occupants.
301,Frankenstein,1910,16m,Unrated,6.4, (5.1K),J. Searle Dawley,"Mary Fuller, Charles Ogle, Augustus Phillips",Horror,"The first filmed version of Frankenstein. The young doctor discovers the secret of life, which he uses to create a perfect human. Things do not go according to plan."
302,Satan's Little Helper,2004,1h 40m,R,5.3, (7.2K),Jeff Lieberman,"Alexander Brickel, Katheryn Winnick, Stephen Graham",Horror,A naive young boy unknowingly becomes the pawn of a serial killer.
303,"The Beast from 20,000 Fathoms",1953,1h 20m,Approved,6.6, (9.5K),Eugène Lourié,"Paul Hubschmid, Paula Raymond, Cecil Kellaway",Horror,"A ferocious dinosaur awakened by an Arctic atomic test terrorizes the North Atlantic and, ultimately, New York City."
304,Ganja & Hess,1973,1h 52m,R,6.2, (3K),Bill Gunn,"Duane Jones, Marlene Clark, Bill Gunn",Horror,"After being stabbed with an ancient, germ-infested knife, a doctor's assistant finds himself with an insatiable desire for blood."
305,Urban Legend,1998,1h 39m,18,5.6, (77K),Jamie Blanks,"Jared Leto, Alicia Witt, Rebecca Gayheart",Horror,A college student suspects a series of bizarre deaths are connected to certain urban legends.
306,Tutti i colori del buio,1972,1h 35m,R,6.6, (5.2K),Sergio Martino,"George Hilton, Edwige Fenech, Ivan Rassimov",Horror,A woman recovering from a car accident in which she lost her unborn child finds herself pursued by a coven of devil worshipers.
307,The 'Burbs,1989,1h 42m,PG,6.8, (89K),Joe Dante,"Tom Hanks, Bruce Dern, Carrie Fisher",Horror,An overstressed suburbanite and his neighbors are convinced that the new family on the block is part of a murderous Satanic cult.
308,Damien: Omen II,1978,1h 47m,15,6.2, (39K),Don Taylor,"Mike Hodges, William Holden, Lee Grant, Jonathan Scott-Taylor",Horror,"Damien the Antichrist, now about to turn thirteen years old, finally learns of his destiny under the guidance of an unholy disciple of Satan. Meanwhile dark forces begin to eliminate all those who suspect the child's true identity."
309,Orlacs Hände,1924,1h 32m,Not Rated,7.0, (3.8K),Robert Wiene,"Conrad Veidt, Alexandra Sorina, Fritz Strassny",Horror,"A world-famous pianist loses both hands in an accident. When new hands are grafted on, he doesn't know they once belonged to a murderer."
310,White Dog,1982,1h 30m,PG,7.0, (11K),Samuel Fuller,"Kristy McNichol, Christa Lang, Vernon Weddle",Horror,A trainer attempts to retrain a vicious dog that's been raised to attack black people.
311,Snowtown,2011,1h 59m,Not Rated,6.6, (22K),Justin Kurzel,"Lucas Pittaway, Bob Adriaens, Louise Harris",Horror,"Based on true events, 16-year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder."
312,Flatliners,1990,1h 55m,15,6.6, (97K),Joel Schumacher,"Kiefer Sutherland, Julia Roberts, Kevin Bacon",Horror,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives."
313,Poultrygeist: Night of the Chicken Dead,2006,1h 43m,Not Rated,6.0, (9.7K),Lloyd Kaufman,"Jason Yachanin, Kate Graham, Allyson Sereboff",Horror,Zombified chickens attempt to kill the fast-food workers that cook them in a restaurant built on an ancient burial ground.
314,Chakushin ari,2003,1h 52m,15,6.2, (20K),Takashi Miike,"Kô Shibasaki, Shin'ichi Tsutsumi, Kazue Fukiishi",Horror,"Yumi tries to assuage the fears of a friend, Yoko, who has received a disturbing voice mail from herself. In the message, Yoko screams while chatting with Yumi. Three days later, the exact call plays out, and Yoko dies."
315,Le notti del terrore,1981,1h 25m,Youth not allowed,5.6, (7K),Andrea Bianchi,"Karin Well, Gianluigi Chirizzi, Simone Mattioli",Horror,An archaeology professor discovers an ancient crypt containing living dead corpses. The zombies go on a rampage and attack a group of people whom the professor had invited to celebrate his discovery.
316,The Last House on the Left,2009,1h 53m,19,6.5, (107K),Dennis Iliadis,"Garret Dillahunt, Monica Potter, Tony Goldwyn",Horror,"After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics."
317,The Witches,1990,1h 31m,All,6.8, (58K),Nicolas Roeg,"Anjelica Huston, Mai Zetterling, Jasen Fisher",Horror,"A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse."
318,All the Boys Love Mandy Lane,2006,1h 30m,Not Rated,5.5, (36K),Jonathan Levine,"Amber Heard, Anson Mount, Michael Welch",Horror,"A group of high-schoolers invite Mandy Lane, an innocent, desirable girl, to a weekend party on a secluded ranch. While the festivities rage on, the number of revelers begins to drop mysteriously."
319,The Beast with Five Fingers,1946,1h 28m,Approved,6.5, (3.3K),Robert Florey,"Robert Alda, Andrea King, Peter Lorre",Horror,"In a turn-of-the-century Renaissance Italian mansion, its tyrannical owner, a wheelchair-bound one-handed pianist with a strong belief in the occult is murdered."
320,A Nightmare on Elm Street 4: The Dream Master,1988,1h 33m,12,5.6, (66K),Renny Harlin,"John Beckman, Kisha Brackel, Brooke Bundy",Horror,"Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good."
321,Dr. Jekyll and Mr. Hyde,1941,1h 53m,Approved,6.8, (11K),Victor Fleming,"Spencer Tracy, Ingrid Bergman, Lana Turner",Horror,Dr. Jekyll allows his dark side to run wild after he drinks a potion that turns him into the evil Mr. Hyde.
