Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Genre,Description
175,Soul Surfer,2011,1h 52m,All,7.0, (55K),Sean McNamara,"AnnaSophia Robb, Helen Hunt, Dennis Quaid",Sport,"Bethany Hamilton, a professional surfer, loses her left arm in a shark attack. Unwilling to pay attention to the gravity of her situation, Bethany decides to get back into the ocean and surf again."
176,The Replacements,2000,1h 58m,12,6.6, (73K),Howard Deutch,"Keanu Reeves, Gene Hackman, Brooke Langton",Sport,"During a pro football strike, the owners hire substitute players."
177,Junior Bonner,1972,1h 40m,PG,6.7, (7.3K),Sam Peckinpah,"Steve McQueen, Robert Preston, Ida Lupino",Sport,"Ace Bonner returns to Arizona several years after he abandoned his family, Junior Bonner is a wild young man. Against the typical rodeo championship, family drama erupts."
178,Semi-Pro,2008,1h 31m,R,5.8, (89K),Kent Alterman,"Will Ferrell, Woody Harrelson, André 3000",Sport,"Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true."
179,브링 잇 온,2000,1h 38m,15,6.2, (112K),Peyton Reed,"Kirsten Dunst, Eliza Dushku, Jesse Bradford",Sport,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.
180,Grudge Match,2013,1h 53m,15,6.4, (64K),Peter Segal,"Jim Lampley, Sylvester Stallone, Robert De Niro",Sport,"A pair of aging boxing rivals are coaxed out of retirement to fight one final bout, thirty years after their last match."
181,Little Giants,1994,1h 47m,PG,6.5, (32K),Duwayne Dunham,"Rick Moranis, Ed O'Neill, Shawna Waldron",Sport,"Misfits form their own opposing team to an elite peewee football team, coached by the elite team coach's brother."
182,The Doctor,2013,,,8.1, (181),Zak Levitt,"Tiny Archibald, Larry Bird, Chuck D",Sport,"This was an NBA original documentary (first aired on NBA TV). It follows Julius Erving throughout his ABA and NBA career, as well as his (sometimes heartbreaking) personal life."
183,Here Comes the Boom,2012,1h 45m,15,6.4, (98K),Frank Coraci,"Kevin James, Salma Hayek, Henry Winkler",Sport,A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.
184,The Fish That Saved Pittsburgh,1979,1h 42m,PG,5.3, (1.3K),Gilbert Moses,"Julius Erving, Jonathan Winters, Meadowlark Lemon",Sport,"The Pittsburgh, Pennsylvania basketball team is hopeless. Could they become winners with help from an astrologer and some new astrologically-compatible players?"
185,Rocky III,1982,1h 39m,12,6.9, (224K),Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",Sport,"Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion."
186,Win Win,2011,1h 46m,15,7.1, (56K),Tom McCarthy,"Paul Giamatti, Amy Ryan, Bobby Cannavale",Sport,A struggling lawyer and volunteer wrestling coach's chicanery comes back to haunt him when the teenage grandson of the client he has double-crossed comes into his life.
187,Brewster's Millions,1985,1h 42m,PG,6.5, (46K),Walter Hill,"Richard Pryor, John Candy, Lonette McKee",Sport,"A minor-league baseball player must spend $30 million in 30 days in order to inherit $300 million. However, he's not allowed to own any assets, destroy the money, gift it, give it to charity, or tell anyone about the deal."
188,Broad Street Bullies,2010,58m,,7.4, (247),George Roy,"Ed Snider, Mark Mulvoy, Lou Scheinfeld",Sport,"From 1974-1976 the Philadelphia Flyers were known as the Broad Street Bullies. This movie takes a trip down memory lane going into detail of this unorthodox, but dominant team."
189,Undisputed,2002,1h 36m,15,6.1, (36K),Walter Hill,"Wesley Snipes, Ving Rhames, Peter Falk",Sport,"When heavyweight champion George ""Iceman"" Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ."
190,The Color of Money,1986,1h 59m,18,7.0, (99K),Martin Scorsese,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio",Sport,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
191,30 for 30,2009–,51m,TV-G,7.3, (1.4K),Michael Tollin,"Michael Tollin, Donald Trump, Harry Usher",Sport,"The story of the rise and fall of the United States Football League, focusing on two owners: John Bassett, who wanted the league to compete in the spring; and Donald Trump, who wanted to take on the NFL and play in the fall."
192,Downhill Racer,1969,1h 41m,M,6.3, (5.9K),Michael Ritchie,"Robert Redford, Gene Hackman, Camilla Sparv",Sport,"Quietly cocky David Chappellet joins the U.S. ski team as downhill racer and clashes with the team's coach, Eugene Claire."
193,The Fan,1996,1h 56m,18,5.9, (53K),Tony Scott,"Robert De Niro, Wesley Snipes, Ellen Barkin",Sport,An all-star baseball player becomes the unhealthy focus of an obsessive salesman.
194,Ladybugs,1992,1h 30m,All,5.5, (11K),Sidney J. Furie,"Rodney Dangerfield, Jackée Harry, Jonathan Brandis",Sport,"To climb the corporate ladder to success, a guy agrees to coach the company's all-girls soccer team with the help of his secret weapon: his fiancee's son."
195,The Scout,1994,1h 41m,12,5.4, (7.3K),Michael Ritchie,"Albert Brooks, Brendan Fraser, Dianne Wiest",Sport,The story of a baseball scout who discovers a talented but troubled baseball player.
196,Big Wednesday,1978,2h,PG,7.1, (7.9K),John Milius,"Jan-Michael Vincent, William Katt, Gary Busey",Sport,Character study about the lives of some California surfers from the early 1960s to the 1970s as the Vietnam War interrupts their carefree life.
197,Youngblood,1986,1h 50m,R,6.2, (17K),Peter Markle,"Rob Lowe, Cynthia Gibb, Patrick Swayze",Sport,"A 17 year old farm boy is offered an ice hockey tryout. His brother drives him to Canada. He has fast legs, slow fists, but is chosen. Will he learn to use his fists and play ice hockey the Canuck way? Will he get the coach's cute daughter?"
198,Something for Joey,1977,1h 36m,Not Rated,7.9, (586),Lou Antonio,"Geraldine Page, Gerald S. O'Loughlin, Marc Singer",Sport,"This is based on the true story about the relationship between Penn State football player John Cappelletti, Jr. and his younger brother Joey, who has leukemia. John and Joey's bond is a strong one. Joey hangs out with John in the Penn State locker room, and inspires him to be the top college football player in the country. Their bond knows no boundries, and goes beyond making touchdowns and winning awards."
199,Bobby Jones: Stroke of Genius,2004,2h 3m,PG,6.6, (4.2K),Rowdy Herrington,"Jim Caviezel, Claire Forlani, Jeremy Northam",Sport,"Jim Caviezel stars as golf legend Bobby Jones, the icon who retired from competition at the tender age of 28."
200,Beer League,2006,1h 26m,R,5.9, (8.8K),Frank Sebastiano,"Artie Lange, Ralph Macchio, Anthony DeSando",Sport,An unemployed slacker inspires his softball teammates to improve their game so they won't get kicked out of the local league.
201,The Absent Minded Professor,1961,1h 37m,Approved,6.7, (9.8K),Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn",Sport,A college professor invents an anti-gravity substance which a corrupt businessman wants for himself.
202,Cars,2006,1h 56m,All,7.3, (517K),John Lasseter,"Joe Ranft, Owen Wilson, Paul Newman, Bonnie Hunt",Sport,"On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life."
203,Need for Speed,2014,2h 12m,15,6.4, (185K),Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots",Sport,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
204,The Program,2015,1h 44m,12,6.5, (20K),Stephen Frears,"Ben Foster, Chris O'Dowd, Guillaume Canet",Sport,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong."
205,Whip It,2009,1h 51m,12,6.9, (72K),Drew Barrymore,"Sarah Habel, Shannon Eagen, Edward Austin Kelly",Sport,"In Bodeen, Texas, an indie-rock-loving misfit finds a way of dealing with small-town misery after discovering a roller derby league in nearby Austin."
206,The Mighty Macs,2009,1h 39m,G,6.6, (2K),Tim Chambers,"Carla Gugino, Marley Shelton, Ellen Burstyn",Sport,"In the early '70s, Cathy Rush becomes the head basketball coach of a tiny girls' Catholic college that has no gym and is in danger of being sold, and she determines to steer her team to their first national championship."
207,Le Mans,1971,1h 46m,G,6.7, (13K),Lee H. Katzin,"John Sturges, Steve McQueen, Siegfried Rauch, Elga Andersen",Sport,"Two car racing champions, an American and a German, face off on the world's hardest endurance course: Le Mans in France."
208,30 for 30,2009–,1h 19m,TV-G,8.5, (3.6K),Michael Tolajian,"Rick Adelman, Danny Ainge, Kenny Anderson",Sport,"Drazen Petrovic and Vlade Divac were two friends who grew up together sharing the common bond of basketball. Together, they lifted the Yugoslavian National team to unimaginable heights. After conquering Europe, they both went to America where they became the first two foreign players to attain NBA stardom. But with the fall of the Soviet Union on Christmas Day 1991, Yugoslavia split up. A war broke out between Petrovic's Croatia and Divac's Serbia. Long buried ethnic tensions surfaced. And these two men, once brothers, were now on opposite sides of a deadly civil war. As Petrovic and Divac continued to face each other on the basketball courts of the NBA, no words passed between the two. Then, on the fateful night of June 7, 1993, Drazen Petrovic was killed in an auto accident. ""Once Brothers"" will tell the gripping tale of these two men, how circumstances beyond their control tore apart their friendship, and whether Divac has ever come to terms with the death of a friend before they had a chance to reconcile."
209,Somebody Up There Likes Me,1956,1h 53m,Approved,7.5, (9.5K),Robert Wise,"Paul Newman, Pier Angeli, Everett Sloane",Sport,"Boxer Rocky Graziano's biopic, based on his autobiography, from childhood to his World Middleweight Championship title win at age 28 in 1947."
210,30 for 30,2009–,1h 42m,TV-G,8.5, (1.5K),Jonathan Hock,"Benny Anders, Red Auerbach, Thurl Bailey",Sport,Follows the life of Jim Valvano. It includes reflections by some players many years later.
211,The Great White Hope,1970,1h 43m,PG-13,6.9, (3K),Martin Ritt,"James Earl Jones, Jane Alexander, Lou Gilbert",Sport,A Black champion boxer and his white female companion struggle to survive while the white boxing establishment looks for ways to knock him down.
212,ESPN Films,2011–2021,1h 21m,,7.4, (325),John Dorsey,"Andrew Stephan, Marcus Allen, Elliott Almond, Stan Brock",Sport,"From birth, Todd Marinovich was raised with a defined purpose of creating the perfect athlete. Trained by his father, Marv, a former pro football player and a strength and conditioning guru, the young Marinovich was meticulously engineered and nurtured into a star quarterback. When it came to performance, Marv expected perfection and Todd delivered. He was dubbed ""Robo QB,"" and his performance initially lived up to the name as he set passing records in high school, vied for the Heisman while at USC and ultimately was selected in the first round of the 1991 NFL draft by his hometown Los Angeles Raiders. But two years later, he was out of the NFL, a full-blown drug addict in search of a life beyond football. ""The Marinovich Project"" tells the unvarnished story of Todd's unique ascent to stardom, the dark descent that followed and the complicated father-son bond throughout, ultimately answering the question ""What went wrong with Todd Marinovich?"""
213,Furious 6,2013,2h 10m,15,7.0, (434K),Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson",Sport,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries, but Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
214,30 for 30,2009–,51m,TV-G,7.3, (1.1K),Bill Couturié,"Kareem Abdul-Jabbar, Bill Couturié, Jeff Fryer",Sport,We follow the career of Paul Westhead who became famous as a coach for his fast break system of play. His career encompassed winning NBA and WNBA titles and intense controversy at the college level.
215,Gentleman Jim,1942,1h 44m,Approved,7.5, (4.5K),Raoul Walsh,"Errol Flynn, Alexis Smith, Jack Carson",Sport,"As bare-knuckled boxing enters the modern era, brash extrovert, Jim Corbett, uses new rules and dazzlingly innovative footwork to rise to the top of the top of the boxing world."
216,30 for 30,2009–,54m,TV-PG,7.0, (1.3K),Sean Pamphilon,"Royce Toni, Sean Pamphilon, Ricky Williams, Jim Brown",Sport,"This documentary follows the life of Ricky Williams, a star for the Miami Dolphins who walked away from the sport over drug allegations. Ricky tells a different story about betrayal and turning his back on what many value - fame fortune and celebrity status."
217,Catching Hell,2011,1h 42m,,7.9, (1.8K),Alex Gibney,"Alex Gibney, Dave Kaplan, Bob Costas",Sport,"After the Chicago Cubs blow an opportunity to reach the World Series in 2003, Cubs fans blame the team's misfortune on fellow fan Steve Bartman, who interfered with a foul ball and prevented Moises Alou from making a catch."
218,Siu Lam juk kau,2001,1h 53m,All,7.3, (95K),Stephen Chow,"Stephen Chow, Man-Tat Ng, Wei Zhao",Sport,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
219,30 for 30,2009–,1h 8m,TV-G,8.0, (2.3K),Dan Klores,"Reggie Miller, Cheryl Miller, Spike Lee",Sport,A film that explores the rivalry between the Indiana Pacers and New York as seen through the eyes and actions of Reggie Miller star player of the Indiana Pacers.
220,Run Fatboy Run,2007,1h 40m,PG-13,6.5, (71K),David Schwimmer,"Simon Pegg, Thandiwe Newton, Hank Azaria",Sport,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back."
221,30 for 30,2009–,51m,TV-G,7.0, (961),Bradley Kaplan,"Albert Maysles, Muhammad Ali, Larry Holmes, Angelo Dundee",Sport,We follow the preparations for Ali's final attempt to win back the World Heavyweight title. Even during the lead up to the fight grave concerns were held for Ali's health and the man who stepped into the ring was frail imitation of his former self.
222,Rocky IV,1985,1h 31m,12,6.9, (240K),Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",Sport,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-six, 261-pound fighter who has the backing of the Soviet Union."
223,30 for 30,2009–,49m,TV-G,7.0, (879),Jeff Tremaine,"Mat Hoffman, Johnny Airtime, Brian Blyther",Sport,"In 1985, at the tender age of 13, Mat Hoffman entered into the BMX circuit as an amateur, and by 16 he had risen to the professional level. Throughout his storied career, Hoffman has ignored conventional limitations, instead, focusing his efforts on the purity of the sport and the pursuit of ""what's next."" His motivations stem purely from his own ambitions, and even without endorsements, cameras, fame and fans, Hoffman would still be working to push the boundaries of gravity. Academy Award nominee Spike Jonze and extreme sport fanatic Johnny Knoxville, along with director Jeff Tremaine, will showcase the inner workings and exploits of the man who gave birth to ""Big Air."""
224,Secretariat,2010,2h 3m,All,7.2, (32K),Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh",Sport,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown."
225,30 for 30,2009–,1h 46m,TV-G,7.8, (2K),Billy Corben,"Billy Corben, John Green, Luther Campbell",Sport,"After years of indifferent results, new coach Howard Schnellenberger revitalizes the University of Miami's football program by introducing fresh blood and fresh attitude into the team."
226,The Endless Summer,1966,1h 35m,Not Rated,7.6, (6.7K),Bruce Brown,"Robert August, Michael Hynson, Lord James Blears",Sport,"The crown jewel to ten years of Bruce Brown surfing documentaries. Brown follows two young surfers around the world in search of the perfect wave, and ends up finding quite a few in addition to some colorful local characters."
227,30 for 30,2009–,53m,TV-G,6.4, (643),Lisa Lax,"Nancy Stern Winters, Chris Evert, Martina Navratilova",Sport,"The first time Chris Evert and Martina Navratilova stepped onto a tennis court together, the world scarcely noticed. Only a few hundred spectators saw the pert 18-year-old beat the scrappy 16-year-old Czech in 1973. ""I remember that she was fat,"" Evert recalled. ""She was very emotional on the court, whining if she didn't feel she was playing well. But I remember thinking, if she loses weight, we're all in trouble."" Said Navratilova, ""My goal was for her to remember my name."" Eighty matches later -- amid the extraordinary growth of women's tennis -- Evert not only remembered, but became a tried and true friend and confidante, remarkable considering the two appeared to be polar opposites in upbringing, life styles and personal relationships. Through a series of personal conversations, filmmakers Nancy Stern Winters and Lisa Lax, along with producer Hannah Storm, tell the story of one of the greatest one-on-one sports rivalries and capture these two extraordinary athletes' views on tennis and an ever-changing world."
228,Peaceful Warrior,2006,2h,PG-13,7.2, (31K),Victor Salva,"Scott Mechlowicz, Nick Nolte, Amy Smart",Sport,"Dan, a college student and a world-champion gymnast, is disturbed and wants to add some meaning to his life. A chance encounter leads him to discover an enlightened way ahead."
229,30 for 30,2009–,51m,TV-G,6.7, (1.1K),Barry Levinson,"Al Ameche, Vince Bagli, Steve Bisciotti",Sport,"This episode tells the story of the overnight relocation of the Baltimore Colts to the city of Indianapolis. We explore the reactions of the fans, the various actions and interviews with the teams owner and finally how the band kept the spirit of a professional football team alive until the arrival of the Baltimore Ravens in 1996."
230,The Flying Scotsman,2006,1h 36m,PG-13,7.0, (6.2K),Douglas Mackinnon,"Jonny Lee Miller, Laura Fraser, Brian Cox",Sport,"The true story of Graeme Obree, the Champion cyclist who built his bicycle from old bits of washing machines who won his championship only to have his title stripped from him and his mental health problems which he has suffered since."
231,30 for 30,2009–,53m,TV-G,6.7, (1.7K),Peter Berg,"Peter Berg, Walter Gretzky, Wayne Gretzky",Sport,"Peter Berg's documentary on Wayne Gretzky, his decision to leave Edmonton for Los Angeles, and that decision's effects on hockey and its fans."
232,Goal!,2005,1h 58m,12,6.7, (68K),Danny Cannon,"Leonardo Guerra, Tony Plana, Miriam Colon",Sport,The extremely talented Santiago Muñez is spotted by a Newcastle United scout and given a chance at professional football.
233,30 for 30,2009–,1h 20m,TV-G,7.3, (842),Chike Ozah,"Coodie Simmons, Nick Anderson, Darrin Andrews, Tim Bankston",Sport,"In 1984, Chicago was in the heady grip of a Black Renaissance. Harold Washington was mayor, Michael Jordan had just signed with the Bulls, Oprah Winfrey was hosting a local morning show, and on the South Side a young man named Ben Wilson was the most talked-about basketball prospect in a city that was known for its great hoops talent. Handsome, gentle and magnetic, Ben Wilson's magical ability on the court was matched by his popularity in his school and neighborhood. In his junior year, he led Simeon High School to its first state championship. And that summer, he was named America's number-one high school basketball player by the nation's leading talent scouts. Then, on the eve of his senior season, the career of this exceptional youngster was abruptly and tragically cut short. Ben's grim fate sent ripples of horror through the city and the country. BENJI tells the story of a legend who might've been."
234,Love & Basketball,2000,2h 4m,15,7.2, (26K),Gina Prince-Bythewood,"Glenndon Chatman, Jess Willard, Chris Warren",Sport,Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.
235,30 for 30,2009–,53m,TV-G,7.4, (1.5K),Gary Waksman,"Bronson Arroyo, Lenny Clarke, Johnny Damon",Sport,"The Boston Red Sox overcome ""The Curse"" and defeat the New York Yankees in the 2004 American League Championship Series. In the process, they also become the first team ever to win a series after trailing three games to none."
236,Fear Strikes Out,1957,1h 40m,Approved,6.9, (2.3K),Robert Mulligan,"Anthony Perkins, Karl Malden, Norma Moore",Sport,"True story of the life of Jimmy Piersall, who battled mental illness to achieve stardom in major league baseball."
237,30 for 30,2009–,51m,TV-G,6.4, (983),Fritz Mitchell,"Fritz Mitchell, Jimmy 'The Greek' Snyder, Rich Podolsky",Sport,"This film follows the career of Jimmy Synder, a professional gambler. He helped legitimize betting in NFL games by finding ways to give points spreads during pre-game shows. His demise was both dramatic and swift when he finally stepped over the mark."
238,A Knight's Tale,2001,2h 12m,12,7.0, (214K),Brian Helgeland,"Heath Ledger, Rufus Sewell, Shannyn Sossamon",Sport,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight."
239,30 for 30,2009–,51m,TV-G,6.5, (1.2K),Ice Cube,"Marcus Allen, Lyle Alzado, Soren Baker",Sport,"For rapper-turned-filmmaker Ice Cube the emergence of gangster rap will be forever linked to the Oakland Raiders' move to Los Angeles in 1982. He turns the camera on himself to tell how his genre-defining group NWA forged an unlikely relationship with the Raiders, a team whose swagger and style captivated LA during their troubled 13-season stay."
240,A River Runs Through It,1992,2h 3m,12,7.2, (69K),Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt",Sport,"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing."
241,More Than a Game,2008,1h 45m,All,7.6, (5.8K),Kristopher Belman,"LeBron James, Dru Joyce, Romeo Travis",Sport,This documentary follows NBA superstar LeBron James and four of his talented teammates through the trials and tribulations of high school basketball in Ohio and James' journey to fame.
242,All Is Lost,2013,1h 46m,12,6.9, (87K),J.C. Chandor,Robert Redford,Sport,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face."
243,Salmon Fishing in the Yemen,2011,1h 47m,12,6.8, (69K),Lasse Hallström,"Amr Waked, Emily Blunt, Catherine Steadman",Sport,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.
244,Kon-Tiki,1950,1h 17m,Approved,7.9, (2.9K),Thor Heyerdahl,"Thor Heyerdahl, Herman Watzinger, Erik Hesselberg",Sport,A documentary about the Kon-Tiki expedition of the Norwegian explorer Thor Heyerdahl.
245,The Announcement,2012,1h 30m,,7.6, (584),Nelson George,"Magic Johnson, Cookie Johnson, Pat Riley",Sport,"An in-depth look at the career of NBA star Earvin ""Magic"" Johnson and the days leading up to and the years following his announcement to the world that he was HIV-positive."
246,The Perfect Game,2009,1h 58m,PG,6.9, (4.5K),William Dear,"Jake T. Austin, Jansen Panettiere, Moises Arias",Sport,"Based on a true story, a group of boys from Monterrey, Mexico who became the first non-U.S. team to win the Little League World Series."
247,Miracle on Ice,1981,2h 30m,Not Rated,6.8, (745),Steven Hilliard Stern,"Karl Malden, Andrew Stevens, Steve Guttenberg",Sport,"The fact-based story of how the U. S. Olympic hockey team beat the Soviets at the 1980 Lake Placid, N. Y., winter Olympics, then went on to win the gold medal."
248,Fast Five,2011,2h 10m,15,7.3, (427K),Justin Lin,"Vin Diesel, Paul Walker, Jordana Brewster",Sport,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
249,30 for 30,2009–,51m,TV-G,6.1, (653),Reggie Rock Bythewood,"Eric Adams, Maya Angelou, Chris Connelly",Sport,"On the evening of Sept. 7, 1996, Mike Tyson, the WBC heavyweight champion, attempted to take Bruce Seldon's WBA title at the MGM Grand in Las Vegas. At this point in his career, Tyson's fights had become somewhat of a cultural phenomenon, where the ever present hype of the professional boxing scene would come face to face with the worlds of big business, Hollywood, and hip hop. Sitting ringside was controversial rapper Tupac Shakur. Shakur and Tyson were friends, a feeling of kinship linked them as each rose to stardom from poverty only to be thrown in prison. Following Tyson's victory, Shakur and ""Iron Mike"" were to celebrate at an after party, but the rap star never arrived. Shakur was brutally gunned down later that night, and the scene in Las Vegas quickly turned from would-be celebratory revelry to ill fated and inopportune tragedy. Director Reggie Bythewood, with the full cooperation of Mike Tyson, will tell not only the story of that infamous night but of the remarkable friendship between Tyson and Tupac. ."
250,Hidalgo,2004,2h 16m,12,6.7, (88K),Joe Johnston,"Viggo Mortensen, Zuleikha Robinson, Omar Sharif",Sport,"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race."
251,Long Gone,1987,1h 50m,,7.7, (1.3K),Martin Davidson,"William Petersen, Virginia Madsen, Dermot Mulroney",Sport,"Story of the Tampico Stogies, a low minor-league baseball team, and its star player and manager, Stud' Cantrell, as they battle for the league championship amidst the corruption and racism of the American south."
252,Cobb,1994,2h 8m,15,6.4, (8.5K),Ron Shelton,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich",Sport,A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.
253,30 for 30,2009–,54m,TV-G,6.8, (798),Cruz Angeles,"Mike Brito, Stanley M. Brooks, Al Campanis",Sport,"""The Natural is supposed to be a blue-eyed boy who teethed on a 36-ounce Louisville Slugger. He should run like the wind and throw boysenberries through brick. He should come from California."" Steve Wulf, Sports Illustrated, 1981. So how was it that a pudgy 19-year-old Mexican left-handed pitcher from a remote village in the Sonoran desert, unable to speak a word of English, could sell out stadiums across America and become a rock star overnight? In Fernando Nation, Mexican-born and Los Angeles-raised director Cruz Angeles traces the history of a community that was torn apart when Dodger Stadium was built in Chavez Ravine and then revitalized by one of the most captivating pitching phenoms baseball has ever seen. Nicknamed ""El Toro"" by his fans, Fernando Valenzuela ignited a fire that spread from LA to New York -- and beyond. He vaulted himself onto the prime-time stage and proved with his signature look to the heavens and killer screwball that the American dream was not reserved for those born on U.S. soil. In this layered look at the myth and the man, Cruz Angeles recalls the euphoria around Fernando's arrival and probes a phenomenon that transcended baseball for many Mexican-Americans. Fernando Valenzuela himself opens up to share his perspective on this very special time. Even 20 years later, ""Fernandomania"" lives."
254,Stir Crazy,1980,1h 51m,R,6.7, (32K),Sidney Poitier,"Gene Wilder, Richard Pryor, Georg Stanford Brown",Sport,"Set up and wrongfully accused, two best friends are sent to prison for a crime they didn't commit. However, no prison cell can keep them locked in a cage."
255,Fever Pitch,2005,1h 44m,12,6.2, (49K),Bobby Farrelly,"Peter Farrelly, Drew Barrymore, Jimmy Fallon, Jason Spevack",Sport,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.
256,30 for 30,2009–,51m,TV-G,6.8, (1.7K),Ron Shelton,"Mike Barnett, Ed Bradley, David Bridgers",Sport,"In the fall of 1993, in his prime and at the summit of the sports world, Michael Jordan walked away from pro basketball. After leading the Dream Team to an Olympic gold medal in 1992 and taking the Bulls to their third consecutive NBA championship the following year, Jordan was jolted by the murder of his father. Was it the brutal loss of such an anchor in his life that caused the world's most famous athlete to rekindle a childhood ambition by playing baseball? Or some feeling that he had nothing left to prove or conquer in basketball? Or something deeper and perhaps not yet understood? Ron Shelton, a former minor leaguer who brought his experiences to life in the classic movie ""Bull Durham,"" will revisit Jordan's short career in the minor leagues and explore the motivations that drove the world's most competitive athlete to play a new sport in the relative obscurity of Birmingham, Alabama, for a young manager named Terry Francona."
257,The Cutting Edge,1992,1h 41m,All,6.9, (24K),Paul Michael Glaser,"D.B. Sweeney, Moira Kelly, Roy Dotrice",Sport,A temperamental figure skater and an arrogant former hockey player attempt to win the Olympic Gold Medal as a figure skating pairs team.
258,30 for 30,2009–,54m,TV-G,6.3, (839),Barbara Kopple,"Maury Allen, Yogi Berra, A.J. Burnett",Sport,"Love him or hate him, there is no denying that George Steinbrenner has been one of the most colorful and successful owners in contemporary sports. Heading up a group that bought the New York Yankees in 1973 for $10 million, ""King George"" emphatically branded the world's most celebrated sports franchise as his own. The Boss has boasted 10 pennants, 6 World Series trophies and a corporate net worth more than $1 billion. But for all the glory and riches, the Steinbrenner legacy is also mixed with wasteful and embarrassing spending and countless episodes of tabloid-style soap. Now with George's health seriously failing, the Steinbrenner heirs are finally beginning to emerge from their father's larger-than-life shadow as they collectively move his franchise into a new home and a new era."
259,Mr. 3000,2004,1h 44m,PG-13,5.6, (16K),Charles Stone III,"Bernie Mac, Angela Bassett, Michael Rispoli",Sport,"Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal."
260,30 for 30,2009–,139 eps,TV-G,8.8, (6K),Connor Schell,"Bill Simmons, John Dahl, Brent Musburger, Michael Jordan, Howard Cosell",Sport,A collection of documentary films focused on sports.
261,Over the Top,1987,1h 33m,All,5.8, (64K),Menahem Golan,"Sylvester Stallone, Robert Loggia, Susan Blakely",Sport,Tough trucker Lincoln Hawk is determined to win back his son and triumph at the world arm wrestling championships.
262,30 for 30,2009–,52m,TV-G,7.0, (591),Jason Hehir,Chuck D,Sport,"Bernard King arrived to Knoxville, he was only the third African American ever to play for the Vols' varsity team. By the time he left he was a legend. In his freshman year he dazzled fans in Knoxville, and with talented teammate Ernie Grunfeld, gained national acclaim as part of what was known as ""The Ernie and Bernie Show"". King was a three time SEC player of the year, a consensus All-American in 1977 and drafted by the New Jersey Nets in the first round. We will learn about King's strict upbringing in Brooklyn, New York, the success he enjoyed and the challenges he faced at the University of Tennessee, and the obstacles he overcame in the NBA as he looked to live up to the promise of his college career. ""It may sound egotistical to say, but I never surprised myself-or almost never-because I prepared to be successful. When it all came together, I was the best in the game."" Bernard King"
