Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Description,Genre
313.0,What Becomes of the Broken Hearted?,1999,1h 48m,15,6.3, (3.9K),Ian Mune,"Temuera Morrison, Rena Owen, Clint Eruera","Jake Heke's oldest son is killed in a gang fight and the younger son wants revenge, but Jake doesn't want to lose his other son to violence as well.",Action
314.0,유주얼 서스펙트,1995,1h 46m,18,8.5, (1.2M),Bryan Singer,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,Action
315.0,펄프 픽션,1994,2h 34m,18,8.8, (2.4M),Quentin Tarantino,"Tim Roth, Amanda Plummer, Laura Lovelace","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Action
316.0,Hombre,1967,1h 51m,Approved,7.4, (15K),Martin Ritt,"Paul Newman, Fredric March, Richard Boone","John Russell, disdained by his ""respectable"" fellow stagecoach passengers because he was raised by Apaches becomes their only hope for survival when they are set upon by outlaws.",Action
317.0,Midnight Run,1988,2h 6m,15,7.5, (101K),Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto","A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.",Action
318.0,Warning Sign,1985,1h 39m,R,6.1, (3.1K),Hal Barwood,"Sam Waterston, Kathleen Quinlan, Yaphet Kotto","A timid security guard, her ailing supervisor-mentor, her sheriff husband and an alcoholic former scientist team up to stop a viral outbreak in a rural biological weapons lab, while a government agent grapples with the political outcome.",Action
319.0,Hard Times,1975,1h 33m,PG,7.2, (13K),Walter Hill,"Charles Bronson, James Coburn, Jill Ireland",The saga of a drifter who turns to illicit bare-knuckle boxing in Depression-era New Orleans.,Action
320.0,The Transporter,2002,1h 32m,15,6.8, (334K),Louis Leterrier,"Corey Yuen, Jason Statham, Shu Qi, François Berléand","Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.",Action
321.0,The Running Man,1987,1h 41m,15,6.6, (181K),Paul Michael Glaser,"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto","In a future dystopian America, a wrongfully accused and convicted policeman gets his shot at freedom when he's forced to participate in a TV game show where convicts called Runners must battle killers for their freedom.",Action
322.0,Last Action Hero,1993,2h 10m,15,6.5, (172K),John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney","With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",Action
323.0,Raw Deal,1986,1h 46m,15,5.6, (40K),John Irvin,"Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker",A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.,Action
324.0,End of Days,1999,2h 2m,18,5.8, (121K),Peter Hyams,"Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney","At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.",Action
325.0,Escape Plan,2013,1h 55m,18,6.7, (268K),Mikael Håfström,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",Action
326.0,Non-Stop,2014,1h 46m,15,6.9, (284K),Jaume Collet-Serra,"Liam Neeson, Julianne Moore, Scoot McNairy","An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",Action
327.0,Escape from New York,1981,1h 39m,15,7.1, (169K),John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine","In a dystopian 1997, a soldier-turned-bank robber is tasked with rescuing the U.S. President after he crashes into Manhattan, which has been turned into a giant maximum security prison.",Action
328.0,Command Performance,2009,1h 33m,R,5.5, (3.6K),Dolph Lundgren,"Dolph Lundgren, Melissa Molinaro, Hristo Shopov","When the Russian Premier is taken hostage at a rock concert in Moscow, it's up to a drummer, an ex-biker, to save him.",Action
329.0,Skin Trade,2014,1h 36m,18,5.6, (8.9K),Ekachai Uekrongtham,"Dolph Lundgren, Tony Jaa, Michael Jai White","After his family is killed by a Serbian gangster with international interests, NYC detective Nick goes to Southeast Asia and teams up with a Thai detective to get revenge and destroy the syndicate's human trafficking network.",Action
330.0,The Specialist,1994,1h 50m,18,5.6, (73K),Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods",A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,Action
331.0,RED,2010,1h 51m,15,7.0, (335K),Robert Schwentke,"Bruce Willis, Mary-Louise Parker, Heidi von Palleske","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover the assailants.",Action
332.0,16 Blocks,2006,1h 42m,15,6.6, (137K),Richard Donner,"Bruce Willis, Yasiin Bey, David Morse","An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.",Action
333.0,Deathstalker II,1987,1h 17m,R,5.2, (4.3K),Jim Wynorski,"John Terlesky, Monique Gabrielle, John Lazar","In this parody of the sword and sorcery films, a princess is deposed by an evil sorcerer. She enlists the aid of Deathstalker to battle the forces of evil, including a clone of the princess, and win back her kingdom.",Action
334.0,로스트 엠파이어,1984,1h 23m,R,4.7, (2K),Jim Wynorski,"Melanie Vincz, Raven De La Croix, Angela Aames","Seeking revenge, officer Angel Wolfe, her Native American friend Whitestar, and outlaw Heather infiltrate a fortified island where an undead wizard and his evil cult force captured women to take part in gladiatorial tournaments.",Action
335.0,Chopping Mall,1986,1h 17m,R,5.6, (19K),Jim Wynorski,"Kelli Maroney, Tony O'Dell, Russell Todd","A group of young shopping mall employees stay behind for a late night party in one of the stores. When the mall goes on lock-down before they can get out, the robot security system malfunctions, and goes on a killing spree.",Action
336.0,Star Trek VI: The Undiscovered Country,1991,1h 50m,12,7.2, (84K),Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley","On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",Action
337.0,Warlock: The Armageddon,1993,1h 38m,R,5.4, (7.4K),Anthony Hickox,"Julian Sands, Chris Young, Paula Marshall",An order of Druids train their children to battle an evil Warlock determined to unleash Satan upon the world by bringing a collection of five mystic rune stones together.,Action
338.0,Night of the Living Dead,1990,1h 32m,18,6.8, (48K),Tom Savini,"Tony Todd, Patricia Tallman, Tom Towles","When the unburied dead return to life and seek human victims, seven refugees shelter in a house in the Pennsylvanian countryside.",Action
339.0,The Return of the Living Dead,1985,1h 31m,R,7.3, (75K),Dan O'Bannon,"Clu Gulager, James Karen, Don Calfa","When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies.",Action
340.0,Return of the Living Dead III,1993,1h 37m,15,5.9, (18K),Brian Yuzna,"J. Trevor Edmond, Melinda Clarke, Kent McCord","Having recently witnessed the horrific results of a top secret project to bring the dead back to life, a distraught youth performs the operation on his girlfriend after she's killed in a motorcycle accident.",Action
341.0,Night of the Creeps,1986,1h 28m,18,6.7, (28K),Fred Dekker,"Jason Lively, Steve Marshall, Jill Whitlow","Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",Action
342.0,The Mission,1986,2h 5m,12,7.4, (70K),Roland Joffé,"Robert De Niro, Jeremy Irons, Ray McAnally",Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,Action
343.0,Taxi Driver,1976,1h 54m,15,8.2, (1M),Martin Scorsese,"Diahnne Abbott, Frank Adu, Victor Argo","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Action
344.0,The Deer Hunter,1978,3h 3m,18,8.1, (381K),Michael Cimino,"Robert De Niro, John Cazale, John Savage",The lives of a group of friends are forever changed by the Vietnam War.,Action
345.0,The Presidio,1988,1h 37m,15,6.0, (21K),Peter Hyams,"Sean Connery, Mark Harmon, Meg Ryan",A San Francisco civilian police detective is forced to work on a series of murders with his former enemy commanding officer while dating his daughter.,Action
346.0,A Bridge Too Far,1977,2h 55m,12,7.4, (66K),Richard Attenborough,"Siem Vroom, Marlies van Alcmaer, Erik van 't Wout","Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.",Action
347.0,Robin and Marian,1976,1h 46m,PG,6.5, (15K),Richard Lester,"Sean Connery, Audrey Hepburn, Robert Shaw","Robin Hood, aging none too gracefully, returns exhausted from the Crusades to woo and win Maid Marian one last time.",Action
348.0,War,2007,1h 43m,18,6.2, (100K),Philip G. Atwell,"Jet Li, Jason Statham, John Lone","An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner.",Action
349.0,A Wednesday,2008,1h 44m,Not Rated,8.1, (85K),Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Virendra Saxena",A retiring police officer reminisces about the most astounding day of his career and a case that was never filed but continues to haunt his memories: the case of a man and a Wednesday.,Action
350.0,Dog Day Afternoon,1975,2h 5m,15,8.0, (286K),Sidney Lumet,"Penelope Allen, Sully Boyar, John Cazale","Three amateur robbers plan to hold up a Brooklyn bank. A nice, simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",Action
351.0,Strange Days,1995,2h 25m,18,7.2, (83K),Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis",A black-marketeer tries to save a woman in 1999 Los Angeles.,Action
352.0,Narc,2002,1h 45m,15,7.1, (45K),Joe Carnahan,"Dan Leis, Jason Patric, Lloyd Adams","When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",Action
353.0,Heat,1986,1h 41m,R,5.7, (2.8K),Dick Richards,"Jerry Jameson, Burt Reynolds, Karen Young, Peter MacNicol","Las Vegas is the backdrop for all the torrid action of heat, as Burt Reynolds plays the soft-hearted bodyguard who's out to protect his friends.",Action
354.0,Passage to Marseille,1944,1h 49m,Approved,6.8, (5.4K),Michael Curtiz,"Humphrey Bogart, Claude Rains, Michèle Morgan",Five patriotic convicts are helped to escape imprisonment in Devil's Island so they can fight for occupied Free French forces against the Nazis.,Action
355.0,Willow,1988,2h 6m,All,7.2, (137K),Ron Howard,"Val Kilmer, Joanne Whalley, Warwick Davis","A young dwarf farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen. Along the way, he teams up with a disgraced swordsman to defeat the evil sorceress.",Action
356.0,Tsubaki Sanjûrô,1962,1h 36m,Not Rated,8.0, (44K),Akira Kurosawa,"Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi","A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",Action
357.0,Last Knights,2015,1h 55m,15,6.2, (47K),Kazuaki Kiriya,"Clive Owen, Morgan Freeman, Cliff Curtis",A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.,Action
358.0,The Three Musketeers,1993,1h 45m,12,6.4, (63K),Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell","France, 1625. Young d'Artagnan heads to Paris to join the Musketeers, but the evil cardinal has disbanded them. d'Artagnan meets Athos, Porthos, and Aramis, three rogue musketeers, and joins them on their quest to save the king and country.",Action
359.0,The Count of Monte Cristo,2002,2h 11m,12,7.7, (157K),Kevin Reynolds,"Christopher Adamson, JB Blanc, Guy Carleton","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Action
360.0,Star Wars,1977,2h 1m,All,8.6, (1.5M),George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",Action
361.0,Star Wars: Episode VI - Return of the Jedi,1983,2h 11m,All,8.3, (1.2M),Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher","After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",Action
362.0,Star Wars: Episode I - The Phantom Menace,1999,2h 16m,All,6.5, (908K),George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long-dormant Sith resurface to claim their former glory.",Action
363.0,로그 원: 스타워즈 스토리,2016,2h 13m,12,7.8, (739K),Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk","In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Action
364.0,Kingsman: Secret Agent,2014,2h 9m,19,7.7, (764K),Matthew Vaughn,"Adrian Quinton, Colin Firth, Mark Strong","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Action
365.0,24: Redemption,2008,1h 24m,18,7.4, (30K),Jon Cassar,"Kiefer Sutherland, Cherry Jones, Bob Gunton","Jack Bauer confronts African general/aspiring dictator Benjamin Juma, whose forces have been ordered to capture the children Bauer oversees for malicious military training.",Action
366.0,The Sweeper,1996,1h 30m,18,5.1, (686),Joseph Merhi,"C. Thomas Howell, Jeff Fahey, Ed Lauter","Mark Goddard, a Los Angeles cop with a penchant for violence, is recruited by a secret police society who deliver justice outside of the law.",Action
367.0,Rage,1995,1h 34m,15,5.6, (871),Joseph Merhi,"Gary Daniels, Kenneth Tigar, Fiona Hutchison",A radical militia group chooses a California teacher as the prime specimen to clone for its army.,Action
368.0,Recoil,1998,1h 36m,R,5.3, (787),Art Camacho,"Gary Daniels, Gregory McKinney, Thomas Kopache",A mafia Godfather exacts revenge on the policeman responsible for his son's death during a bank robbery. The officer then unleashes his fury in retaliation for the death of his family.,Action
369.0,Riot,1996,1h 34m,R,5.4, (615),Joseph Merhi,"Gary Daniels, Sugar Ray Leonard, Paige Rowland",An heiress is kidnapped during the chaos of a riot.,Action
370.0,White Tiger,1996,1h 33m,R,5.1, (773),Richard Martin,"Mig Macario, Kelly Benson, Frank Cassini","After a Chinese drug lord murders his partner, a tough DEA agent teams up with a mysterious beauty and makes an uneasy alliance to exact revenge.",Action
371.0,Drive,1997,1h 40m,18,6.6, (7.4K),Steve Wang,"Mark Dacascos, Kadeem Hardison, John Pyper-Ferguson","A bionic gunslinger and a tired bystander join forces while fleeing deadly hitmen, causing mayhem on the road.",Action
372.0,Babylon 5: A Call to Arms,1999,1h 34m,TV-PG,7.1, (6.1K),Michael Vejar,"Bruce Boxleitner, Jerry Doyle, Jeff Conaway","The Drakh, allies of the Shadows, seek revenge against humanity after the Second Shadow War.",Action
373.0,Don't Kill It,2016,1h 23m,18,5.2, (5.3K),Mike Mendez,"Dolph Lundgren, Kristina Klebe, Tony Bentley",An ancient demon terrorizes a tiny Mississippi town.,Action
374.0,The Defender,2004,1h 31m,R,4.8, (1.9K),Dolph Lundgren,"Dolph Lundgren, Jerry Springer, Shakara Ledard","Lance and his team are bodyguards for NSA's head, who is sent by the President to a secret meeting in an empty hotel outside Bucharest. During the meeting, the hotel is attacked. By whom? And why?",Action
375.0,다이렉트 액션,2004,1h 37m,R,5.0, (1.8K),Sidney J. Furie,"Dolph Lundgren, Polly Shannon, Donald Burda","Frank Gannon, a veteran cop, is being hunted by his fellow police officers after they learned he has betrayed the brotherhood and exposed to the feds wide scale corruption of the LAPD. He has one day left to prove his case and survive.",Action
376.0,Hidden Agenda,2001,1h 35m,15,4.5, (1.4K),Marc S. Grenier,"Dolph Lundgren, Maxim Roy, Brigitte Paquette","When the FBI can't protect a witness, it's up to ex-agent Price and his own protection program to take them under.",Action
377.0,The Peacekeeper,1997,1h 38m,15,5.0, (3K),Frédéric Forestier,"Dolph Lundgren, Michael Sarrazin, Montel Williams","When a terrorist group steals the US President's personal communications computer for launching the US arsenal in case of war, only a heroic Major has the key to prevent a Presidential assassination or a nuclear holocaust.",Action
378.0,Executive Target,1997,1h 40m,15,4.6, (1.2K),Joseph Merhi,"Michael Madsen, Roy Scheider, Keith David","A stunt driver heading for prison on a minor charge is freed against his will by a terrorist gang. Then by kidnapping his wife, he is forced to drive a getaway car in a plot to kidnap the President from a motorcade.",Action
379.0,Last Man Standing,1995,1h 36m,R,5.6, (627),Joseph Merhi,"Jeff Wincott, Jillian McWhirter, Jonathan Fuller","A Los Angeles police officer uncovers a ring of corrupt cops while investigating his partner's death. Now, he and his wife are hunted by both sides of the law.",Action
380.0,Open Fire,1994,1h 35m,R,5.0, (312),Kurt Anderson,"Jeff Wincott, Mimi Craven, Patrick Kilpatrick","As a group of mercenaries hold an entire city in the grip of terror, a force of one unleashes an all-out assault to stop them.",Action
381.0,Wake of Death,2004,1h 31m,15,5.5, (11K),Philippe Martinez,"Jean-Claude Van Damme, Simon Yam, Philip Tan","After his wife is brutally murdered, club enforcer Ben Archer wages war against the Chinese triads.",Action
382.0,Chain of Command,2000,1h 36m,R,4.6, (978),John Terlesky,"Roy Scheider, Patrick Muldoon, Maria Conchita Alonso",Secret Service agents must retrieve the briefcase allowing the President control of America's nuclear arsenal before massive destruction ensues.,Action
383.0,Evasive Action,1998,1h 31m,R,4.6, (601),Jerry P. Jacobs,"Dorian Harewood, Ray Wise, Roy Scheider","Five prisoners on train to prison. Brakes fail, train speeds to LA. One prisoner uncouples cars to save passengers, others hunt him to stop escape.",Action
384.0,Near Dark,1987,1h 34m,18,6.9, (49K),Kathryn Bigelow,"Adrian Pasdar, Jenny Wright, Lance Henriksen",A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.,Action
385.0,Wedlock,1991,1h 41m,18,5.9, (9.7K),Lewis Teague,"Rutger Hauer, Mimi Rogers, Joan Chen",A male prison escapee heads for his hidden loot electronically attached to a female prisoner.,Action
386.0,Wanted: Dead or Alive,1986,1h 46m,18,5.9, (6.7K),Gary Sherman,"Rutger Hauer, Gene Simmons, Robert Guillaume","A bounty hunter is offered $250,000 by CIA to get the terrorist behind an LA movie theater bombing. He quit CIA because he couldn't trust them. Can they be trusted now? Can he stop the terrorists?",Action
387.0,The Big Fall,1997,1h 30m,R,4.4, (204),C. Thomas Howell,"C. Thomas Howell, Sophie Ward, Jeff Kober","L.A. private detective is hired to investigate the disappearance of an alluring woman's brother. Surrounded by double-crossing deals and dangerous relation, Rybeck will have to plunge headfirst into his deadliest case ever.",Action
388.0,Direct Hit,1994,1h 29m,R,4.4, (342),Joseph Merhi,"Paul G. Volk, William Forsythe, Jo Champa, Richard Norton","Assigned to eliminate a woman accused of blackmailing a senator, a C.I.A. assassin discovers that his target is merely a pawn in a much bigger game and that he must now protect her at all costs.",Action
389.0,A History of Violence,2005,1h 36m,18,7.4, (268K),David Cronenberg,"Viggo Mortensen, Maria Bello, Ed Harris","A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",Action
390.0,Let's Get Harry,1986,1h 42m,R,5.2, (1.7K),Stuart Rosenberg,"Alan Smithee, Fidel Abrego, Jere Burns, Gary Busey","When Colombian revolutionaries kidnap an American engineer, his brother and friends, faced with official inaction, hire a mercenary and mount the rescue operation themselves.",Action
391.0,Boss Level,2020,1h 40m,15,6.8, (87K),Joe Carnahan,"Frank Grillo, Mel Gibson, Naomi Watts","Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.",Action
392.0,Heist,2015,1h 33m,15,6.1, (34K),Scott Mann,"Robert De Niro, Jeffrey Dean Morgan, Dave Bautista","A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",Action
393.0,Maniac Cop,1988,1h 25m,R,6.0, (23K),William Lustig,"Tom Atkins, Bruce Campbell, Laurene Landon",A killer dressed in a police uniform begins murdering innocent people on the streets of New York City.,Action
394.0,The Hunt,2020,1h 30m,19,6.6, (149K),Craig Zobel,"Betty Gilpin, Hilary Swank, Ike Barinholtz","Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.",Action
395.0,Ready or Not,2019,1h 35m,18,6.8, (224K),Matt Bettinelli-Olpin,"Tyler Gillett, Samara Weaving, Adam Brody, Mark O'Brien",A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,Action
396.0,The Commuter,2018,1h 44m,15,6.3, (132K),Jaume Collet-Serra,"Liam Neeson, Vera Farmiga, Patrick Wilson",An insurance salesman/ex-cop is caught up in a life-threatening conspiracy during his daily commute home.,Action
397.0,Taken 2,2012,1h 32m,18,6.2, (334K),Olivier Megaton,"Liam Neeson, Maggie Grace, Famke Janssen","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",Action
398.0,Congo,1995,1h 49m,12,5.3, (51K),Frank Marshall,"Laura Linney, Dylan Walsh, Ernie Hudson","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Action
399.0,Gremlins 2: The New Batch,1990,1h 46m,All,6.5, (118K),Joe Dante,"Howie Mandel, Tony Randall, Zach Galligan","The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",Action
400.0,테넷,2020,2h 30m,15,7.3, (646K),Christopher Nolan,"Juhan Ulfsak, Jefferson Hall, Ivo Uukkivi","Armed with only the word ""Tenet,"" and fighting for the survival of the entire world, CIA operative, The Protagonist, journeys through a twilight world of international espionage on a global mission that unfolds beyond real time.",Action
401.0,인셉션,2010,2h 28m,12,8.8, (2.7M),Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Action
402.0,Get Carter,1971,1h 52m,18,7.3, (39K),Mike Hodges,"Michael Caine, Ian Hendry, Britt Ekland","When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",Action
403.0,미션 임파서블: 로그네이션,2015,2h 11m,15,7.4, (439K),Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg",Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,Action
404.0,Icarus,2010,1h 28m,18,5.1, (4.5K),Dolph Lundgren,"Dolph Lundgren, Stefanie von Pfetten, Samantha Ferris",A Soviet-trained assassin is determined to escape his double life as a hitman and as a husband-father.,Action
405.0,Diamond Dogs,2007,1h 34m,R,4.1, (2K),Shimon Dotan,"Dolph Lundgren, Dolph Lundgren, Yu Nan, Xue Zuren","A mercenary is hired to protect an expedition group while they search for a Tangka, a Buddhist artifact worth millions of dollars.",Action
406.0,Direct Contact,2009,1h 30m,R,4.2, (3.2K),Danny Lerner,"Dolph Lundgren, Gina May, Michael Paré",An American prisoner in a Balkan prison is given a chance at freedom if he can rescue a kidnapped American woman.,Action
407.0,Bridge of Dragons,1999,1h 32m,15,4.7, (3.1K),Isaac Florentine,"Dolph Lundgren, Cary-Hiroyuki Tagawa, Valerie Chow","The tough and cold mercenary Warchild, is working for the man who took care of his war training and upbringing, the greedy General Ruechang. Ruechang is planning to take over the country by marrying Princess Halo. But Halo discovers that Ruechang killed her father to gain more power than he had working for the King, so she decides to run away. Warchild is the one who has to bring her back to Ruechang, but the one thing no one counted on happens... Warchild and Halo falls in love, and together they take on the forces of Ruechang...",Action
408.0,The Sum of All Fears,2002,2h 4m,12,6.5, (132K),Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Ian Mongrain","CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to incite a catastrophic conflict between the United States and Russia by detonating a nuclear weapon at a football game in Baltimore, Maryland.",Action
409.0,Sniper 2,2002,1h 31m,12,5.2, (6.9K),Craig R. Baxley,"Tom Berenger, Bokeem Woodbine, Erika Marozsán","Sgt. Beckett's last mission sends him to a remote war-torn wasteland between Eastern Europe and Asia to assassinate a repressive terrorist leader. Once the job is done, Beckett and his spotter find escaping more difficult than anticipated.",Action
410.0,Sniper 3,2004,1h 30m,15,5.2, (4.8K),P.J. Pesce,"Tom Berenger, Byron Mann, John Doman",Deadly sniper Tom Beckett is recruited by the CIA to go to Ho Chi Minh City and take out a ruthless drug dealer who turns out to be an old war buddy he thought was dead.,Action
411.0,Sniper: Assassin's End,2020,1h 35m,15,5.4, (5.6K),Kaare Andrews,"Chad Michael Collins, Sayaka Akimoto, Tom Berenger","Legendary sniper Thomas Beckett and his son, Special Ops Sniper Brandon Beckett, are on the run from the CIA, Russian Mercenaries, and a Yakuza-trained assassin with sniper skills that rival both legendary sharp shooters.",Action
412.0,S.W.A.T.,2003,1h 57m,15,6.1, (158K),Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez","An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.",Action
413.0,The Sentinel,2006,1h 48m,15,6.1, (57K),Clark Johnson,"Michael Douglas, Kiefer Sutherland, Eva Longoria",A fugitive Secret Service agent must clear himself of murdering a colleague.,Action
414.0,10 to Midnight,1983,1h 41m,R,6.3, (10K),J. Lee Thompson,"Charles Bronson, Lisa Eilbacher, Andrew Stevens",An LAPD detective and his rookie partner are on the trail of a psychopathic young man who is murdering young women.,Action
415.0,Triumph of the Spirit,1989,2h,15,6.8, (3K),Robert M. Young,"Willem Dafoe, Edward James Olmos, Robert Loggia","In Greece during World War II, a young Jewish boxer, his girlfriend, and their families are sent to Auschwitz. When the camp guards learn of his boxing abilities, they force him to participate in weekly boxing matches.",Action
416.0,Farewell to the King,1989,1h 57m,PG-13,6.2, (3.3K),John Milius,"Nick Nolte, Nigel Havers, Frank McRae","Borneo, 1942: An American soldier escapes WWII and becomes the king of the headhunters in the jungle. Two British soldiers are parachuted into the area to find local support for the battle against the Japanese.",Action
417.0,Extreme Prejudice,1987,1h 45m,18,6.7, (9.6K),Walter Hill,"Nick Nolte, Powers Boothe, Michael Ironside","A Texas Ranger and a ruthless narcotics kingpin - they were childhood friends, now they are adversaries.",Action
418.0,Southern Comfort,1981,1h 46m,R,7.1, (24K),Walter Hill,"Keith Carradine, Powers Boothe, Fred Ward","During a routine exercise, a team of National Guardsmen are threatened by angry and violent locals.",Action
419.0,The Long Riders,1980,1h 40m,15,6.9, (14K),Walter Hill,"David Carradine, Keith Carradine, Robert Carradine","The origins, exploits and the ultimate fate of the Jesse James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",Action
420.0,Killer Elite,2011,1h 56m,18,6.4, (140K),Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro","When his mentor is taken captive by a disgraceful Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons.",Action
421.0,The November Man,2014,1h 48m,15,6.3, (73K),Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko",An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high-level C.I.A. officials and the Russian President-elect.,Action
422.0,Undisputed,2002,1h 36m,15,6.1, (36K),Walter Hill,"Wesley Snipes, Ving Rhames, Peter Falk","When heavyweight champion George ""Iceman"" Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ.",Action
